HID,Long1,Lat1,Long2,Lat2,marriage,divorce,birth,death,work,education,immigration
2381,113.9049729,22.51545518,114.2774409,22.72813883,0,0,0,0,0,5,0
3352,114.3066555,22.67607433,113.8713719,22.59216138,0,0,0,0,0,3,0
1647,114.1042123,22.53916777,113.8713719,22.59216138,0,0,0,0,0,2,0
1174,114.1167624,22.56310054,114.1071909,22.56922166,0,0,0,0,0,1,0
1979,114.0174534,22.53769325,114.0331052,22.56855579,0,0,0,0,0,1,0
398,114.2579837,22.68510514,113.8713719,22.59216138,0,0,0,0,0,3,0
929,113.922354,22.52687612,114.2313093,22.73291925,0,0,0,0,0,3,0
1052,113.9254412,22.49806383,114.3675525,22.73932439,0,0,0,0,0,1,0
1086,113.883369,22.59400215,114.1775677,22.64341776,0,0,0,0,0,1,0
1062,113.9256338,22.51572657,114.0398734,22.6096886,0,0,0,0,0,1,0
590,114.0468184,22.53617496,113.9164422,22.54071179,0,0,0,0,0,2,0
1141,114.0966175,22.55546143,114.2025724,22.7228733,0,0,0,0,0,5,0
1665,114.0468184,22.53617496,114.1521654,22.62244737,0,0,0,0,0,3,0
2294,113.880545,22.56089154,113.8225198,22.68462413,0,0,0,0,0,5,0
1590,114.1231488,22.55384302,113.8178167,22.73212112,0,0,0,0,0,1,0
1442,114.0634086,22.53870217,114.2225225,22.7024292,0,0,0,0,0,5,0
433,114.0301127,22.52337261,114.2847063,22.61727035,0,0,0,0,0,3,0
348,114.0173094,22.62430723,114.1191832,22.6179681,0,0,0,0,0,4,0
1926,114.116775,22.57874888,113.8474183,22.76878118,0,0,0,0,0,5,0
1849,113.9159869,22.48814182,114.2619689,22.7128935,0,0,0,0,1,1,0
2458,113.9383125,22.57746684,114.1038279,22.60815141,0,0,0,0,0,4,0
233,114.0174534,22.53769325,114.2631808,22.70374803,0,0,0,0,0,1,0
1095,114.1178066,22.60123914,114.1047815,22.57994785,0,0,0,0,0,2,0
816,113.8505256,22.57003332,114.2494805,22.73784483,0,0,0,0,0,2,0
480,114.2146226,22.73517897,114.0239956,22.64331109,0,0,0,0,0,3,0
268,114.2084736,22.70857754,114.0238058,22.68184804,0,0,0,0,1,4,0
2005,114.021228,22.53092009,114.124439,22.66141297,0,0,0,0,0,1,0
2491,114.201737,22.70969063,114.1974524,22.65186566,0,0,0,0,0,5,0
1096,113.8591147,22.57989424,114.1998898,22.724382,0,0,0,0,0,2,0
497,113.9321822,22.52669891,114.1159011,22.55616588,0,0,0,0,0,2,0
581,114.0267685,22.56030348,114.0679432,22.6297239,0,0,0,0,0,3,0
2570,113.9254412,22.49806383,114.0669861,22.54682441,0,0,0,0,0,5,0
2301,113.9477232,22.53044909,114.2538351,22.73217567,0,0,0,0,0,4,0
706,113.9477232,22.53044909,114.2766921,22.74216487,0,0,0,0,0,2,0
1320,114.0884063,22.54678497,114.3697374,22.74835856,0,0,0,0,0,5,0
2239,114.1340787,22.550601,114.1320955,22.57547664,0,0,0,0,0,2,0
392,114.023723,22.53002473,114.0494119,22.72452175,0,0,0,0,0,2,0
1891,113.9691535,22.55644475,114.300299,22.60271959,0,0,0,0,0,5,0
1059,114.0966175,22.55546143,114.3340605,22.68856789,0,0,0,0,1,1,0
1709,113.9256338,22.51572657,114.1369357,22.60481852,0,0,0,0,0,4,0
1312,114.007117,22.60084288,114.2232146,22.68026417,0,0,0,0,0,2,0
1761,114.0163238,22.53727597,114.0603751,22.52907668,0,0,0,0,0,1,0
2257,113.8511874,22.57309821,114.2472049,22.71845507,0,0,0,0,0,1,0
