HID,Long1,Lat1,Long2,Lat2,marriage,divorce,birth,death,work,education,immigration
3447,114.3354208,22.70099604,114.1998898,22.724382,0,0,0,0,0,4,0
2321,114.079839,22.54379355,114.1518706,22.62661899,0,0,0,0,0,1,0
402,114.0173094,22.62430723,114.1258456,22.70170658,0,0,0,0,0,3,0
359,114.041099,22.60560235,113.9441519,22.55910688,0,0,0,0,1,3,0
249,114.0174534,22.53769325,114.0372803,22.52318621,0,0,0,0,0,3,0
3367,113.9256338,22.51572657,114.2215604,22.73269285,0,0,0,0,0,0,0
1544,113.9261702,22.51602169,114.0211054,22.66759528,0,0,0,0,0,1,0
1507,113.931892,22.51493316,113.8947222,22.55628177,0,0,0,0,0,4,0
311,113.9206165,22.51932572,114.1170722,22.6153073,0,0,0,0,0,1,0
2532,114.0263723,22.55599854,114.024742,22.65777296,0,0,0,0,0,2,0
3485,114.2215604,22.73269285,114.2215604,22.73269285,0,0,0,0,0,5,0
1418,114.0263723,22.55599854,114.1314078,22.61571589,0,0,0,0,0,5,0
3577,114.2579837,22.68510514,114.2215604,22.73269285,0,0,0,0,0,4,0
2274,113.883369,22.59400215,114.2023,22.65179365,0,0,0,0,1,3,0
3582,114.2468222,22.72244962,114.2215604,22.73269285,0,0,0,0,0,0,0
1910,113.9122957,22.51269682,113.8281835,22.78771022,0,0,0,0,1,0,0
1825,113.8522069,22.6141377,113.9032597,22.77940868,0,0,0,0,1,1,0
707,114.0504754,22.52944558,114.2116775,22.71566268,0,0,0,0,1,5,0
2567,114.1220831,22.59238119,114.1142869,22.59094825,0,0,0,0,0,4,0
3293,114.3066555,22.67607433,114.11241,22.54223148,0,0,0,0,1,5,0
787,114.2096575,22.69814443,114.1194332,22.69858259,0,0,0,0,0,6,0
190,113.9248777,22.5101007,114.2353215,22.72684749,0,0,0,0,0,5,0
3300,114.1017011,22.63294473,114.2215604,22.73269285,0,0,0,0,0,1,0
1916,113.9271505,22.55198567,114.2084736,22.70857754,0,0,0,0,1,0,0
3497,114.2990902,22.72391568,114.2215604,22.73269285,0,0,0,0,0,3,0
1603,114.2146226,22.73517897,114.2484599,22.73174,0,0,0,0,0,5,0
1111,114.0263723,22.55599854,114.2215604,22.73269285,0,0,0,0,0,1,0
841,113.9383125,22.57746684,114.2258562,22.75410679,0,0,0,0,1,5,0
2527,113.9248777,22.5101007,114.245619,22.59661344,0,0,0,0,0,5,0
922,114.3350117,22.70546672,114.2356595,22.56404745,0,0,0,0,1,4,0
1695,113.8957434,22.53233885,114.3354208,22.70099604,0,0,0,0,0,4,0
1054,114.0591583,22.56203771,114.2651399,22.71444255,0,0,0,0,1,2,0
1219,113.9383125,22.57746684,114.1021445,22.61419985,0,0,0,0,1,2,0
1428,114.0523451,22.63970515,114.1330261,22.6173389,0,0,0,0,1,2,0
1565,114.0884063,22.54678497,114.2492833,22.72174575,0,0,0,0,0,1,0
357,113.8746316,22.55197004,114.1364108,22.58071642,0,0,0,0,0,1,0
2323,114.065254,22.55279516,114.0719223,22.66166336,0,0,0,0,0,5,0
534,114.248107,22.5904246,113.8971921,22.59802317,0,0,0,0,1,3,0
2231,113.9256338,22.51572657,114.2209081,22.5614386,0,0,0,0,0,5,0
2300,114.0725556,22.53082869,114.0436235,22.56713422,0,0,0,0,1,5,0
537,113.880545,22.56089154,114.1298549,22.55264981,0,0,0,0,0,5,0
1421,114.0370696,22.52502988,114.0753335,22.53109919,0,0,0,0,0,1,0
1012,113.9359371,22.4935171,114.2995022,22.61895767,0,0,0,0,0,4,0
2286,113.8505256,22.57003332,114.1364108,22.58071642,0,0,0,0,0,2,0
2599,113.8505256,22.57003332,114.1041339,22.6028314,0,0,0,0,0,3,0
981,113.9261702,22.51602169,113.85475,22.61522675,0,0,0,0,0,1,0
874,113.9144555,22.49428932,114.1178066,22.60123914,0,0,0,0,0,4,0
924,113.9382846,22.54399802,114.2915428,22.61076659,0,0,0,0,0,1,0
2433,114.0966175,22.55546143,114.1083642,22.57636406,0,0,0,0,1,5,0
