schools-ID,x-coordinate,y-coordinate,Num-student
590, 114.2819536, 22.73405987, 3
343, 113.8733376, 22.80061974, 1
301, 114.1004857, 22.65773277, 8
20, 114.1070444, 22.61512856, 10
156, 113.836729, 22.77085636, 6
1860, 114.37197004859355, 22.69001177767072, 4
162, 113.8344012, 22.73466123, 8
541, 113.9478851, 22.63628099, 1
1138, 114.1497555, 22.65411804, 2
138, 114.0598437, 22.53271154, 4
726, 114.3409104, 22.68026385, 0
356, 113.9355096, 22.68916665, 3
1067, 114.0518838, 22.6424242, 3
311, 113.813731, 22.73120746, 2
27, 114.0384238, 22.54794425, 5
1413, 114.0461958, 22.52781667, 2
49, 114.1150198, 22.56263599, 12
755, 114.4066975, 22.7635882, 2
482, 114.0067812, 22.59893324, 0
382, 113.8358046, 22.80133241, 1
1835, 114.05040159366837, 22.511845590473552, 2
11, 114.1189957, 22.59474725, 18
455, 113.9094014, 22.53718549, 0
1051, 114.1282237, 22.70411452, 3
132, 113.9169562, 22.54818132, 6
352, 113.858524, 22.64971015, 0
304, 113.7859447, 22.69754333, 0
4, 114.2780744, 22.78227554, 7
101, 114.0652063, 22.55518777, 11
594, 113.9009591, 22.73699951, 1
399, 113.8167886, 22.677837, 0
1842, 114.04822883574803, 22.64438384220247, 2
19, 114.1202791, 22.59279885, 2
589, 114.1070929, 22.65326972, 1
315, 114.3537678, 22.72485176, 6
406, 113.872711, 22.55648831, 1
599, 113.9272366, 22.73056127, 1
24, 114.1483764, 22.61584454, 13
454, 113.9147756, 22.50230302, 0
173, 114.398595, 22.63845821, 9
12, 114.026119, 22.60281383, 5
13, 114.1273117, 22.55232136, 16
608, 113.9097773, 22.76039511, 2
1834, 114.07212917348103, 22.590064867611794, 2
1388, 114.068129, 22.51962536, 0
1838, 113.91351785161332, 22.585719350443682, 0
323, 113.796559, 22.7226197, 2
31, 114.252795, 22.72976183, 11
304, 114.3207393, 22.79106247, 5
91, 114.215309, 22.55993819, 4
144, 113.9337818, 22.7618021, 7
1074, 114.230581, 22.71710663, 1
532, 113.9684818, 22.56243403, 0
707, 114.1725753, 22.56719161, 1
1082, 114.2315562, 22.74848907, 2
264, 113.8997737, 22.51209673, 7
93, 114.1647452, 22.56602095, 7
11, 113.9842434, 22.59357109, 4
1873, 113.9873916622265, 22.663938677040456, 0
306, 113.8710768, 22.57760267, 5
1220, 114.0868068, 22.698374, 3
1229, 113.989099, 22.67451893, 1
13, 114.092794, 22.54880699, 2
346, 113.9928238, 22.6697487, 8
1050, 114.1727569, 22.64463571, 3
320, 113.9174411, 22.67537261, 2
1861, 114.35024244208964, 22.73346695717345, 1
365, 114.1222053, 22.69299894, 13
346, 113.8852936, 22.55847545, 3
318, 113.8319602, 22.63381959, 1
1862, 114.3046144341279, 22.774749381052047, 1
1237, 114.0178647, 22.65794175, 3
17, 114.0696339, 22.57201316, 0
538, 113.9554493, 22.74093736, 5
351, 113.8802701, 22.60327339, 2
1404, 114.0355788, 22.54998474, 1
1847, 113.93307261776029, 22.514018341201005, 3
882, 114.2707577, 22.58889099, 0
1393, 114.0430792, 22.51612956, 1
258, 114.0397592, 22.59965181, 2
607, 113.9348751, 22.75531034, 1
256, 114.0511503, 22.61794283, 5
14, 114.0416851, 22.5677473, 1
61, 114.3243912, 22.73825933, 6
37, 114.3477684, 22.70603955, 59
2, 113.992699, 22.70315604, 10
1859, 114.21770404805405, 22.698702813222912, 4
467, 114.2312904, 22.70918313, 15
272, 113.947196, 22.54542991, 9
1221, 114.025327, 22.64410502, 3
280, 113.8873012, 22.49171205, 5
456, 113.9124134, 22.52461822, 1
1154, 114.2335698, 22.66402308, 1
307, 113.8498845, 22.59552003, 0
605, 113.9272376, 22.79252871, 1
1248, 114.0730802, 22.68865243, 1
83, 114.041103, 22.59806904, 16
18, 113.9138321, 22.57417161, 3
2, 114.095055, 22.55916526, 2
62, 114.3638261, 22.74511559, 4
1058, 114.0701533, 22.65422694, 3
323, 114.2641171, 22.73798272, 14
