schools-ID,x-coordinate,y-coordinate,Num-student
1227, 114.0644939, 22.72040947, 0
467, 113.9611238, 22.54367309, 0
139, 113.9414054, 22.56276132, 5
459, 113.9145938, 22.54666141, 2
454, 113.9147756, 22.50230302, 0
1139, 114.1385731, 22.62852203, 2
463, 113.9187808, 22.53120662, 1
56, 114.1798333, 22.65254227, 2
138, 114.0598437, 22.53271154, 4
440, 114.0496855, 22.71974813, 2
1407, 114.0459065, 22.56872832, 2
248, 114.0795182, 22.63437414, 7
62, 114.3638261, 22.74511559, 5
1103, 114.0685704, 22.63241179, 2
164, 114.1279367, 22.57240637, 1
690, 114.2309814, 22.56154957, 0
169, 113.8392275, 22.70940501, 2
321, 113.9309176, 22.68252059, 0
348, 113.8555126, 22.80152645, 0
248, 114.0510479, 22.59491539, 1
1226, 113.9935558, 22.70272955, 0
1234, 114.0304339, 22.71348567, 0
590, 114.2819536, 22.73405987, 2
871, 114.0712981, 22.54529076, 1
293, 114.1717196, 22.60560437, 0
470, 113.9171848, 22.491473, 2
541, 113.9478851, 22.63628099, 1
36, 114.1909935, 22.64154101, 6
1393, 114.0430792, 22.51612956, 2
1073, 114.1137485, 22.68970835, 1
346, 113.9928238, 22.6697487, 6
1068, 114.2406833, 22.71509973, 2
54, 113.9555361, 22.74191087, 12
633, 113.9105829, 22.7217221, 2
1060, 114.2033003, 22.65251987, 2
594, 113.9009591, 22.73699951, 1
1404, 114.0355788, 22.54998474, 1
731, 114.3925853, 22.75308999, 0
106, 113.8365614, 22.6489862, 1
11, 114.1189957, 22.59474725, 5
1844, 114.37631557071731, 22.685666268168994, 0
1178, 114.3975034, 22.63867113, 2
12, 113.8425345, 22.73227453, 50
27, 114.0384238, 22.54794425, 8
311, 113.813731, 22.73120746, 0
1053, 114.2259723, 22.72781478, 3
2, 113.992699, 22.70315604, 0
1076, 114.2070235, 22.66288376, 2
1114, 114.2208758, 22.67998515, 1
1843, 114.39587043940791, 22.711739377811103, 0
49, 114.1150198, 22.56263599, 8
693, 114.1732818, 22.60539133, 0
513, 113.9047839, 22.51303554, 1
330, 113.8529902, 22.76248764, 0
878, 114.0669813, 22.53888678, 3
1833, 114.0564157, 22.67397487, 0
707, 114.1725753, 22.56719161, 0
307, 114.287889, 22.72307688, 2
256, 114.0511503, 22.61794283, 5
184, 113.9198768, 22.73028309, 10
583, 113.9417593, 22.5251561, 0
343, 113.8733376, 22.80061974, 0
87, 113.8165886, 22.74648029, 21
31, 114.1193772, 22.58155327, 3
173, 114.398595, 22.63845821, 13
339, 113.7960411, 22.67036897, 0
1390, 114.0113338, 22.54094855, 3
1099, 114.3287404, 22.78805421, 0
24, 114.1483764, 22.61584454, 9
280, 113.8873012, 22.49171205, 3
358, 113.9268269, 22.69852648, 0
24, 114.1256927, 22.59314609, 6
2, 114.095055, 22.55916526, 1
1153, 114.4903355, 22.53765634, 2
37, 113.8575476, 22.66873178, 3
739, 114.3066174, 22.67652697, 1
108, 113.8909235, 22.56362014, 9
1154, 114.2335698, 22.66402308, 1
1055, 114.1929177, 22.64834688, 1
103, 114.1084048, 22.62128041, 3
1221, 114.025327, 22.64410502, 3
83, 114.041103, 22.59806904, 3
313, 113.8490645, 22.6110715, 3
317, 113.8396419, 22.71903215, 1
28, 114.2109974, 22.71058323, 33
1298, 114.0339804, 22.67824772, 2
332, 113.8296598, 22.73071056, 0
37, 114.3477684, 22.70603955, 2
904, 114.2731798, 22.63296093, 0
882, 114.2707577, 22.58889099, 1
131, 113.9005412, 22.54198334, 3
400, 114.0272975, 22.74138882, 0
301, 114.1004857, 22.65773277, 1
1, 114.0947075, 22.56348885, 2
36, 114.1075515, 22.54658266, 2
6, 113.823794, 22.74682377, 1
337, 114.3268399, 22.66954748, 8
337, 113.8208289, 22.77852113, 1
343, 113.9369658, 22.6279399, 1
1834, 114.07212917348103, 22.590064867611794, 0
305, 114.2986969, 22.77008171, 4
320, 113.9174411, 22.67537261, 0
408, 114.302168, 22.60419543, 1
15, 113.8092739, 22.70581523, 2
674, 113.7883502, 22.70651342, 0
1, 114.0985039, 22.56191059, 2
