OBs-ID,x-coordinate,y-coordinate,ob-price,capacity
712, 114.1344921, 22.66603443, 622532.7652078036, 1
739, 114.1653519, 22.59606367, 305844.02204611193, 1
824, 113.8604372, 22.58680986, 885072.3021787502, 1
249, 114.2914818, 22.58892502, 1226448, 0
378, 114.0125106, 22.66960061, 557056.2789405556, 1
289, 113.9461099, 22.74568305, 419234.55062771164, 2
247, 113.8689145, 22.50307986, 482688, -1
43, 113.8086998, 22.76195894, 1253175, 0
400, 113.8275729, 22.76687465, 817700, 0
243, 114.1027281, 22.7198865, 1072038, 1
694, 114.2008166, 22.65662947, 951635, 0
186, 114.3517352, 22.72512387, 1368000, 0
957, 113.8825802, 22.73133707, 1085518, 0
618, 113.9657033, 22.58744293, 381694.79876446654, 2
127, 114.0499415, 22.74479642, 614335.2339794171, 0
224, 114.0579046, 22.57556408, 617418, 1
662, 113.907684, 22.55657403, 1310962, -1
273, 113.7905001, 22.72072576, 459642.34843101504, 1
543, 114.2741171, 22.72922143, 814968, -2
102, 113.8870304, 22.73681777, 750440, 0
783, 114.229344, 22.72458386, 714346.823690625, 1
471, 114.0527624, 22.63151064, 874920, -4
540, 114.3079117, 22.68971649, 590850, 0
361, 114.2519571, 22.69252101, 622092.6385391518, 1
530, 114.1298599, 22.57173101, 1178928, -2
951, 113.927185, 22.62988075, 1077777, -1
941, 114.0920617, 22.69926695, 1060620, -1
232, 113.98464, 22.59929414, 1428921, 0
496, 113.8383081, 22.81741923, 543024.4670422476, 0
529, 114.2567155, 22.71858552, 351036.2283832752, 2
398, 113.8064836, 22.69279451, 860868, -9
457, 114.1132982, 22.57428937, 1224390.7971179031, -9
867, 113.9778758, 22.56564506, 453570, 0
159, 113.931978, 22.6304777, 1211328, 0
479, 113.9426484, 22.73934999, 786464.7546275, 1
18, 114.2203198, 22.69700052, 906456, -2
639, 114.1216418, 22.68350161, 759339.0900825, 2
857, 114.3035778, 22.7030569, 1032932.5539637501, 0
35, 114.3449352, 22.61164311, 1010902.2368921875, 1
917, 114.1323425, 22.59939517, 4148620.7399999998, 8
347, 114.1768958, 22.60025679, 561366, 0
668, 114.0916162, 22.549222, 812525, -1
408, 114.2455148, 22.5868276, 346735.9591849326, 1
387, 114.4958943, 22.53713707, 1264834, 0
850, 113.8686746, 22.79460203, 746702, -1
898, 113.7794005, 22.71257294, 827537.0467899999, 1
350, 114.1203258, 22.55337499, 875622.8893699999, 1
90, 114.1357787, 22.61047964, 522720, -4
947, 114.0659798, 22.55478286, 265836.5078656664, 2
31, 114.0644572, 22.65490436, 941814, -1
931, 113.9883071, 22.5473325, 1027106, -1
702, 114.1334528, 22.60298027, 415160.55530156253, 1
775, 114.0189224, 22.74761867, 1050658.32768, 1
8, 114.0669311, 22.71030324, 513871.01571750006, 1
388, 113.9625456, 22.5629959, 1151776, 0
352, 114.0305432, 22.56786856, 788831, -3
278, 114.3731557, 22.73982065, 1421922, 0
136, 114.1020648, 22.59017166, 469845, -5
714, 114.2175072, 22.66480641, 1083605, -2
815, 114.1793278, 22.63882801, 439339.0735604941, 2
590, 113.8658054, 22.58441702, 1113365, 0
201, 114.0268061, 22.53253681, 725071.427484375, 2
464, 113.8184481, 22.73843018, 350915.3093722036, 1
608, 114.1351285, 22.5743363, 603891.142424375, 1
722, 114.1156996, 22.65994584, 609431.8158013461, 1
527, 114.0999156, 22.65012515, 732592.578196875, 1
331, 114.1185974, 22.69455967, 578686.00216625, 1
526, 114.055946, 22.67616114, 1043536, -5
840, 114.0711415, 22.58481421, 508101.68452326505, 1
87, 113.9937353, 22.54944389, 518281.5827235654, 1
406, 113.8365017, 22.61054379, 425412.539181892, 1
813, 114.239145, 22.60466459, 1051250, -2
53, 113.8893661, 22.5612539, 480615, -6
826, 114.0297867, 22.52268154, 676383.5404665689, 0
64, 114.0929666, 22.72529894, 1261094, 0
298, 114.2113013, 22.64339303, 876817.6071375001, 1
478, 114.3051519, 22.73062758, 774055.6297328124, 1
503, 113.9186695, 22.6624903, 1110708, 0
128, 113.9191977, 22.54583536, 681701, -1
329, 113.8073582, 22.73253642, 1355764, -1
176, 114.2391092, 22.6653546, 1442860, 0
199, 114.5322302, 22.4881498, 1473160, 0
223, 113.9608013, 22.6869296, 1059300, -1
281, 114.1260218, 22.63301435, 713868, 0
622, 114.0997403, 22.72885792, 1028809.8491287502, 1
719, 114.31753, 22.70012994, 934641, 0
584, 114.1425635, 22.67988803, 495192.5376860937, 2
943, 113.8637706, 22.57978804, 782034, 0
985, 113.8424925, 22.76193149, 952099, -1
954, 114.261562, 22.58687942, 1287790, -3
555, 113.9978161, 22.59332402, 899350, -1
709, 114.0718629, 22.54517922, 945560, -1
981, 113.8415874, 22.63328315, 907772.7135421875, 1
643, 114.2169694, 22.61605202, 878625, -4
110, 114.0587637, 22.53249916, 1334556, -1
449, 114.0268688, 22.59775455, 477568.01270835625, 2
162, 114.0305019, 22.62003586, 869928, -1
756, 114.2574001, 22.71075833, 390031.91451705183, 1
319, 114.0648785, 22.66256822, 2494301.04, 3
274, 114.0818223, 22.57645726, 986391, -1
531, 114.0074993, 22.58507887, 562024.614092789, 1
621, 113.9182386, 22.56843843, 3657480.75, 5
617, 113.8617589, 22.57155632, 628314.5440367548, 0
382, 114.1468689, 22.61050373, 803138.18626875, 2
