OBs-ID,x-coordinate,y-coordinate,ob-price,capacity
801, 114.4875528, 22.53501616, 244836.56437105182, 1
97, 113.911984, 22.6724966, 181460.76236769406, 1
730, 114.1216101, 22.70860227, 430538.7249252799, 1
568, 113.9771094, 22.55295138, 554642, -2
584, 114.1425635, 22.67988803, 296490.0643478573, 2
654, 113.9952024, 22.67630999, 808608, -1
29, 114.1942113, 22.64106038, 1316016, -7
538, 113.9463599, 22.58306622, 1278683, 0
946, 114.0436966, 22.64983377, 194951.33371703688, 2
523, 113.9317005, 22.61088634, 308092.4817636927, 1
817, 113.8980972, 22.55150493, 716016, -1
931, 113.9883071, 22.5473325, 1027106, -1
92, 113.9714988, 22.5650794, 232862.16667559787, 2
808, 113.8648179, 22.81262019, 803592, 0
752, 113.993609, 22.7445097, 228994.01911420512, 1
70, 114.2790139, 22.73232303, 370432.8423163736, 1
130, 113.8888349, 22.49267264, 443768.2894058445, 1
74, 114.2118053, 22.6108732, 671726, -3
171, 113.9478989, 22.57658566, 1194156, -1
75, 114.0125466, 22.74553954, 318344.10276092327, 1
529, 114.2567155, 22.71858552, 162632.0060783277, 2
354, 113.936609, 22.69505631, 5866639.987541619, -43
181, 113.9370525, 22.74123688, 215527.47232677415, 1
572, 114.2818029, 22.58864071, 195058.98661853484, 1
339, 114.0493414, 22.5279925, 1297812, -3
84, 114.1382922, 22.57066054, 1255720, -1
115, 113.8927493, 22.76804691, 7916096.1825, -2
981, 113.8415874, 22.63328315, 420563.1371624174, 1
804, 114.2146748, 22.70297441, 1514276.3166490155, -5
867, 113.9778758, 22.56564506, 350963.819821875, 1
938, 113.9332947, 22.58224165, 852800, 0
651, 113.9409297, 22.6785624, 629320, -1
874, 113.8608053, 22.7540776, 290099.9580986479, 2
248, 114.3489082, 22.76434466, 1056030, -4
466, 113.9365428, 22.76215335, 1192140, -1
917, 114.1323425, 22.59939517, 3.6594568685466E7, 0
183, 114.2923767, 22.7796408, 286249.58275773533, 2
23, 113.9185341, 22.74888894, 168658.13085996444, 1
602, 113.9259902, 22.71932507, 1215192, -1
560, 113.9090228, 22.5155996, 671728.9595009298, 1
611, 114.019634, 22.66877246, 179327.20539603717, 1
