firms-ID,x-coordinate,y-coordinate,capacity,staff,cost
656, 113.8942223, 22.47161056, 2, 0.9954094748439222, 1133028
936, 114.2829847, 22.67126173, 3, 2.9862284245317663, 1835784
308, 113.8232585, 22.73145729, 6, 6.967866323907455, 9686220
1188, 113.9778758, 22.56564506, 3, 2.9862284245317663, 1814280
1320, 114.1057548, 22.59821631, 3, 2.9862284245317663, 6583850
1344, 114.3732926, 22.69322023, 3, 3.9816378993756887, 5483688
529, 113.9152116, 22.75330155, 6, 4.977047374219611, 2205984
1956, 113.9275533, 22.63746989, 3, 3.9816378993756887, 7281001
277, 113.9218083, 22.51883796, 5, 3.9816378993756887, 3977532
1054, 113.9851535, 22.63400409, 3, 2.9862284245317663, 312001.8190371192
1296, 114.1186904, 22.62107604, 3, 2.9862284245317663, 324341.7873548222
1396, 114.0718589, 22.62126535, 3, 3.9816378993756887, 3670317
1868, 113.9256955, 22.68654991, 1, 0.9954094748439222, 979446
1516, 114.0593064, 22.72780458, 3, 2.9862284245317663, 528761.3556757111
24, 114.2240162, 22.70156244, 4, 4.977047374219611, 11576560
828, 114.0984549, 22.56231854, 4, 3.9816378993756887, 8030664
321, 114.2455148, 22.5868276, 2, 1.9908189496878443, 748419
687, 113.9426484, 22.73934999, 3, 1.9908189496878443, 1016392
985, 114.1942113, 22.64106038, 7, 7.963275798751377, 19740240
1182, 114.0348327, 22.5262719, 3, 2.9862284245317663, 3065712
1678, 113.8275729, 22.76687465, 1, 0.9954094748439222, 817700
354, 114.2181855, 22.75663067, 1, 0.9954094748439222, 1188075
829, 114.2810814, 22.68512797, 2, 0.9954094748439222, 541755
407, 113.9139943, 22.5237691, 4, 2.9862284245317663, 2661760
1922, 114.3660499, 22.76604231, 1, 0.9954094748439222, 750435
153, 114.0387436, 22.65086843, 2, 1.9908189496878443, 620840
1384, 113.8519206, 22.76363961, 3, 3.9816378993756887, 6424341
1350, 113.8775801, 22.79067888, 3, 2.9862284245317663, 7712328
81, 113.9784448, 22.5901607, 4, 4.977047374219611, 7463430
1465, 114.2210604, 22.70565195, 4, 3.9816378993756887, 7219584
1174, 114.214763, 22.67006742, 5, 5.972456849063533, 12227200
1408, 114.2219301, 22.66886258, 3, 2.9862284245317663, 3616824
1972, 114.2650762, 22.59260631, 4, 2.9862284245317663, 614176
253, 114.099536, 22.57721134, 3, 2.9862284245317663, 1098926
140, 114.0790509, 22.54727143, 5, 5.972456849063533, 10028961
739, 114.4878043, 22.5721, 1, 0.9954094748439222, 805322
319, 114.3616178, 22.68870689, 1, 0.9954094748439222, 829088
1561, 113.8759726, 22.80667899, 3, 2.9862284245317663, 818090.2042977513
224, 114.3072888, 22.67023618, 4, 2.9862284245317663, 555472
1415, 113.8552673, 22.79763444, 4, 2.9862284245317663, 814088
1383, 113.9262857, 22.4872279, 3, 2.9862284245317663, 3054249
219, 114.5769004, 22.49474317, 1, 0.9954094748439222, 1153541
229, 114.0280747, 22.56038858, 3, 2.9862284245317663, 2792775
1743, 114.0506193, 22.673603, 1, 0.9954094748439222, 584736
1198, 114.1717413, 22.56394335, 1, 0.9954094748439222, 1166812
19, 114.0083573, 22.75268468, 8, 8.958685273595298, 24996664
938, 113.9102712, 22.54288065, 3, 2.9862284245317663, 4106880
747, 114.3486816, 22.70118929, 3, 2.9862284245317663, 3456288
1157, 114.0515348, 22.69449135, 2, 0.9954094748439222, 1292616
1201, 114.2482186, 22.597762, 3, 2.9862284245317663, 2561352
1783, 113.9784448, 22.5901607, 2, 1.9908189496878443, 2487810
1004, 114.2482186, 22.597762, 2, 1.9908189496878443, 2561352
729, 114.3833801, 22.69048805, 4, 2.9862284245317663, 1122204
1346, 114.2203198, 22.55590944, 3, 2.9862284245317663, 4271760
1860, 114.055827, 22.52545213, 2, 0.9954094748439222, 626430
152, 114.1130659, 22.65132133, 3, 2.9862284245317663, 2350842
1819, 113.8661029, 22.75930169, 3, 3.9816378993756887, 5912256
431, 114.5580421, 22.55634191, 1, 0.9954094748439222, 1089330
434, 114.0216399, 22.55492223, 5, 3.9816378993756887, 3001776
924, 113.8553703, 22.78458004, 5, 3.9816378993756887, 2873640
1562, 114.0493414, 22.5279925, 3, 2.9862284245317663, 7786872
1583, 114.2175072, 22.66480641, 4, 4.977047374219611, 9752445
409, 114.0527624, 22.63151064, 6, 6.967866323907455, 10499040
707, 114.128678, 22.56061647, 3, 2.9862284245317663, 960447.0770815626
84, 114.3665548, 22.68354887, 3, 2.9862284245317663, 612950.954175898
1799, 114.1049978, 22.56803444, 2, 1.9908189496878443, 5179044
509, 114.1674935, 22.56881687, 2, 1.9908189496878443, 5052060
919, 114.4142507, 22.63855059, 1, 0.9954094748439222, 935226
288, 113.9856891, 22.52621558, 1, 0.9954094748439222, 1202172
255, 114.0327264, 22.63754927, 2, 0.9954094748439222, 681084
193, 113.9338704, 22.49890379, 2, 0.9954094748439222, 1290470
