residences-ID,x-coordinate,y-coordinate,House-price,House-rent,capacity
760, 114.0724755, 22.5421678, 1845600, 45260, 0
144, 113.9192187, 22.51529625, 2181735, 104546, 4
0, 113.96131854579545, 22.527054880053317, 2716295, 134535.4683295076, 19
1430, 113.871036, 22.56064904, 2499396, 137975.968068677, 10
0, 113.9287271618272, 22.51401832719487, 2193869, 150719.14121618457, 6
98, 114.104805, 22.59048458, 2186453, 36078, 2
913, 114.0417678, 22.57489347, 2294615, 101517, 5
0, 113.95480023662664, 22.550955225050505, 2838240, 132606.2962090556, 20
1478, 114.139642, 22.6239425, 1867457, 28199, 0
1023, 114.1719252, 22.56852138, 3284290, 64484, 0
663, 113.880545, 22.56089154, 2256357, 106373.52074892688, 50
1396, 113.9072223, 22.54231109, 2313702, 85171.73954250057, 12
666, 114.0648044, 22.52783797, 2169169, 58090, 1
1063, 114.0322396, 22.55069507, 3700428, 205753, 2
906, 114.1047815, 22.57994785, 1980611, 35139, 0
1083, 113.9109423, 22.55746874, 1544149, 43421, 5
0, 113.94176368755656, 22.529227637369726, 3069769, 153396.6604824523, 20
630, 114.0787702, 22.53211585, 2684615, 77714.90577400873, 1
854, 114.1164827, 22.54454616, 2196518, 68260, 1
453, 114.0147607, 22.54623141, 3753656, 134493, 1
1461, 113.9947671, 22.59160367, 2536964, 111444.28643632914, 3
1465, 114.0718341, 22.54695264, 3251410, 91930, 0
1425, 114.4039807, 22.64005942, 1856392, 29011, 4
437, 113.8573938, 22.55802078, 2226902, 86336, 8
538, 113.8641131, 22.57823681, 2161051, 142437, 12
612, 113.9040543, 22.57707871, 2232276, 112774.1517980193, 58
1415, 114.2940064, 22.72836775, 1511068, 25625, 0
945, 114.1258379, 22.55414779, 2537848, 108831, 1
353, 113.9917714, 22.53415387, 2152017, 73905, 0
1086, 114.1521987, 22.61530084, 2415370, 47943, 5
964, 113.9501158, 22.5829379, 2212261, 73282, 1
847, 114.2348507, 22.72008652, 2159373, 45648, 0
1270, 114.0805462, 22.5528208, 2228888, 97076.29929293477, 0
751, 114.0432457, 22.55153549, 2406259, 81454, 1
1060, 114.0427627, 22.53393209, 2234816, 77384.37856342248, 2
254, 114.1060249, 22.6145958, 2670667, 69468, 0
352, 113.9464051, 22.5290985, 3837497, 147510, 6
1125, 113.8824722, 22.58724827, 2897282, 122257.18689106192, 12
608, 114.1017136, 22.57259824, 2178023, 96085, 0
789, 113.9237689, 22.50413218, 2203287, 123465, 8
1364, 114.0270318, 22.64049941, 2272106, 97898, 13
421, 114.056674, 22.62875668, 2323890, 87407, 4
1184, 114.2293875, 22.55232667, 1692928, 28329, 0
463, 114.1178066, 22.60123914, 1986617, 32481, 0
1074, 114.1332911, 22.5477813, 2266974, 81784, 3
1375, 113.9183133, 22.49543257, 2170755, 144079, 0
580, 113.8090237, 22.67096156, 1655124, 32132, 0
1095, 113.9598751, 22.59964941, 3013390, 84068, 0
45, 114.0647495, 22.52052762, 2365630, 89358, 4
948, 114.0593745, 22.57563188, 2125367, 53522, 0
1120, 113.9248696, 22.49591843, 2112708, 144188, 3
255, 114.1270158, 22.60668351, 2170583, 35003, 0
1458, 114.0424518, 22.60068335, 2734386, 164834, 2
416, 114.1295402, 22.57343432, 2936660, 94723, 3
1420, 114.1083256, 22.55539337, 2318597, 43499, 1
74, 114.0661372, 22.53257542, 1874415, 71464, 1
219, 114.2771994, 22.76753352, 1168334, 24878, 0
186, 114.016779, 22.52876707, 2235159, 116603, 5
1444, 114.1367994, 22.5629164, 2741731, 87616, 4
515, 114.1099815, 22.53958395, 2344723, 96051, 0
455, 113.9604081, 22.59344042, 2496481, 78972, 0
1428, 114.1340787, 22.550601, 2475434, 108741.21317464439, 2
341, 114.1281902, 22.61384109, 1871431, 25149, 6
1421, 114.1303614, 22.56337512, 2052768, 45232, 0
440, 113.889344, 22.56290387, 2209893, 57924.53938652145, 10
1391, 113.9552755, 22.57637077, 2486339, 81297.59482712907, 1
140, 114.1052288, 22.69936491, 1471450, 19213, 0
323, 114.0976528, 22.53908736, 2113648, 55815, 1
408, 113.9150355, 22.58923228, 2236242, 95344.6530976896, 7
269, 114.2202649, 22.67212728, 1613917, 23421, 0
883, 113.906304, 22.51810499, 2378577, 109904.07223266536, 5
8, 114.2360187, 22.58560019, 1678256, 31963, 0
828, 113.8997248, 22.76878178, 2365372, 52104, 3
861, 114.0421977, 22.61567768, 2629384, 169139, 2
996, 113.912992, 22.5348174, 2350372, 100240.72767354111, 3
1097, 114.0385725, 22.54295442, 2324907, 128164, 2
831, 113.9151904, 22.53465889, 2251608, 45663.64402218653, 1
784, 114.2679761, 22.715247, 1522981, 25578, 0
311, 113.9402698, 22.58446982, 2461430, 130759.50813191569, 7
1046, 114.0339166, 22.527063, 2041562, 69832, 0
691, 114.0518669, 22.60421052, 2629433, 89103.89536748035, 47
653, 113.9206972, 22.53856602, 2791047, 91179.31041142241, 3
473, 114.1083642, 22.57636406, 2231015, 63553, 0
877, 113.8289193, 22.71956443, 2061412, 54016.62936138284, 88
232, 114.0634647, 22.71861803, 2110086, 53129.048299207236, 12
303, 114.1093755, 22.60445194, 1482252, 23524, 0
194, 114.0825265, 22.54407702, 2185387, 61933, 2
436, 114.0173094, 22.62430723, 2261402, 114585, 86
845, 114.1392355, 22.57976, 2638912, 52426, 0
1153, 114.1122834, 22.58925196, 1885235, 33609, 0
794, 114.1072085, 22.62652505, 2272715, 32285, 0
227, 114.1518706, 22.62661899, 1830025, 23579, 0
983, 114.1762171, 22.64703616, 1540637, 23741, 0
1498, 114.3284852, 22.67832611, 1567866, 23752, 0
1167, 113.9337469, 22.52261679, 2351722, 158769, 5
393, 113.8886117, 22.77684509, 2464123, 57880.083082466845, 32
0, 113.94610920537113, 22.550955222083648, 2367421, 134996.7691081614, 14
971, 113.8712327, 22.59794122, 2160453, 100713.52166140288, 3
813, 114.2333796, 22.74669721, 2034000, 28330, 5
94, 114.0908567, 22.56083649, 2497540, 109744.9914971787, 15
224, 114.0509316, 22.56414593, 2251785, 73452.85366034415, 3
1104, 113.933393, 22.49101418, 2725166, 158286.90738369955, 5
725, 114.0313345, 22.66527926, 2234107, 62960, 6
1228, 114.1080087, 22.68908288, 1736939, 24771, 0
704, 113.924925, 22.56193358, 2515879, 54229, 0
635, 114.2487939, 22.59399093, 2364942, 40788, 1
369, 113.9236458, 22.52457026, 1941040, 68866, 0
1470, 114.0483532, 22.57083058, 2127865, 80588, 0
1, 114.0767642, 22.54745648, 2104151, 98888, 1
1403, 113.9131858, 22.54233207, 2274472, 68412, 5
1262, 114.136865, 22.62534243, 1990071, 39347, 0
206, 113.9439369, 22.52534943, 3199573, 104618.67015188983, 1
1237, 114.1033987, 22.61835075, 1302359, 20634, 0
138, 114.0496003, 22.59798946, 2224394, 73226.76261658745, 6
1132, 113.8443979, 22.60607457, 2214538, 97251.5461596434, 18
1379, 114.11215, 22.61976315, 1169161, 16765, 0
914, 114.0652493, 22.53848359, 2902230, 114363, 1
307, 114.1755856, 22.56097261, 2499079, 50977, 0
174, 113.936328, 22.49790164, 3338725, 175256, 1
425, 114.3239581, 22.68326099, 1458184, 24498, 3
1354, 114.0570772, 22.63420971, 1586550, 34726, 0
1033, 114.3066555, 22.67607433, 1497561, 22770, 0
197, 114.0278292, 22.66347045, 2444159, 58408, 0
66, 114.2542881, 22.59192917, 1272664, 30063, 0
0, 113.95262748336864, 22.55312798248217, 2637418, 131803.77166193313, 14
750, 114.0651306, 22.55945076, 3796988, 121406, 0
1108, 114.1501174, 22.55812182, 2394224, 55757, 0
497, 114.111386, 22.53035179, 1961781, 46622, 0
491, 114.2847063, 22.61727035, 1925765, 37560, 0
595, 114.1018588, 22.62024685, 1300769, 23155, 0
173, 113.9120693, 22.54601377, 1853394, 54553, 0
297, 114.1167624, 22.56310054, 2411964, 79448.91512219548, 0
131, 113.979472, 22.5621445, 2464994, 160678, 8
1468, 114.1245947, 22.56014845, 2254122, 43939.382504292, 0
873, 114.0392505, 22.52462702, 2225095, 102352, 1
1251, 114.1108458, 22.61624122, 2136054, 28904, 0
192, 113.8493022, 22.59437716, 2247149, 111133.89987372993, 43
1124, 114.0192611, 22.65543333, 2268242, 51000, 1
719, 114.2200589, 22.67903175, 2233530, 37454, 3
511, 113.9137127, 22.4855817, 3104157, 263389, 6
862, 114.1261461, 22.61215303, 2356174, 31286, 1
528, 114.0794825, 22.560891, 2421305, 85810, 1
1080, 114.0843588, 22.56470925, 2373117, 64520, 0
474, 114.2446094, 22.74871239, 1258692, 22579, 0
1320, 114.1378032, 22.67252639, 2198106, 25491, 2
1210, 113.8949748, 22.56749463, 2294834, 112457.79596982831, 6
1007, 114.0884063, 22.54678497, 2556404, 108034.19015334175, 4
158, 114.1237946, 22.57070825, 3199856, 107989, 0
226, 113.9396419, 22.74453187, 2335525, 65524, 5
107, 114.076109, 22.53629136, 2528211, 95800, 0
101, 113.9572051, 22.59681871, 2472285, 75785, 0
404, 113.9197434, 22.52402639, 2257630, 195488, 12
1333, 114.0331052, 22.56855579, 2700683, 157800, 4
1485, 114.2269201, 22.54645949, 1425913, 24094, 0
1031, 114.2429635, 22.74200624, 1582449, 27806, 0
802, 114.1060677, 22.6003475, 1433490, 19815, 0
488, 114.10663, 22.6041483, 1778709, 25085, 0
966, 114.1616938, 22.56889199, 1656077, 37522, 0
19, 114.0493994, 22.53432696, 3023567, 129164, 3
1041, 114.1064566, 22.63242428, 2540059, 67443, 0
