schools-ID,x-coordinate,y-coordinate,Num-student
513, 113.9047839, 22.51303554, 3
882, 114.2707577, 22.58889099, 0
264, 113.8997737, 22.51209673, 8
304, 114.3207393, 22.79106247, 1
1220, 114.0868068, 22.698374, 1
15, 113.8092739, 22.70581523, 22
1067, 114.0518838, 22.6424242, 5
1053, 114.2259723, 22.72781478, 3
1851, 114.24594989706773, 22.620483501102267, 3
365, 114.1222053, 22.69299894, 4
1863, 113.97652778968893, 22.613965221524445, 0
1, 114.0638116, 22.62506178, 11
1393, 114.0430792, 22.51612956, 6
727, 114.3438534, 22.69361242, 2
674, 113.7883502, 22.70651342, 3
31, 114.1193772, 22.58155327, 14
767, 114.3853917, 22.72356525, 2
36, 113.981697, 22.54120672, 17
755, 114.4066975, 22.7635882, 2
1142, 114.2752894, 22.69909332, 1
164, 114.1279367, 22.57240637, 6
1087, 114.2814846, 22.75480523, 2
1854, 114.03301952495424, 22.627001778145807, 1
343, 113.8733376, 22.80061974, 1
317, 114.33021, 22.69639271, 15
1062, 114.3039771, 22.72151924, 4
1844, 113.85919890071274, 22.61831074209673, 7
1221, 114.025327, 22.64410502, 3
20, 114.1070444, 22.61512856, 13
1839, 113.94828196801939, 22.620483501102267, 2
55, 114.1054558, 22.60753083, 4
15, 114.2289843, 22.55465403, 3
690, 114.2309814, 22.56154957, 1
8, 114.0889951, 22.55683072, 1
256, 114.0511503, 22.61794283, 3
1846, 114.25246817744079, 22.65742040444271, 3
87, 113.8165886, 22.74648029, 53
131, 113.9005412, 22.54198334, 8
2, 114.1104524, 22.61226424, 36
1835, 114.16121227527792, 22.605274188200983, 2
217, 114.0216586, 22.54208411, 7
250, 114.0285019, 22.63620018, 31
138, 114.0598437, 22.53271154, 8
321, 113.9309176, 22.68252059, 1
53, 114.1039334, 22.59992917, 24
600, 113.8963822, 22.75308501, 1
106, 113.9020774, 22.56721905, 27
1332, 114.0822549, 22.73675821, 1
1136, 114.217195, 22.62788429, 2
1876, 114.04822884346126, 22.733466961833457, 0
219, 114.2153776, 22.70952644, 14
16, 114.1264577, 22.60106998, 20
1103, 114.0685704, 22.63241179, 2
1408, 114.018013, 22.55598525, 3
456, 113.9124134, 22.52461822, 4
301, 114.1004857, 22.65773277, 0
459, 113.9145938, 22.54666141, 3
37, 113.8575476, 22.66873178, 11
290, 114.1319739, 22.64315745, 5
878, 114.0669813, 22.53888678, 3
731, 114.3925853, 22.75308999, 1
1088, 114.3235701, 22.77429867, 2
1869, 113.85919887609661, 22.635692810812877, 0
1843, 113.94828196801939, 22.542264184784226, 2
480, 113.9737498, 22.62394132, 1
323, 113.796559, 22.7226197, 1
1076, 114.2070235, 22.66288376, 2
1875, 114.2763685816765, 22.609619703779966, 0
1241, 114.0207572, 22.73373868, 1
1872, 114.30461443668491, 22.70739385652193, 0
1568, 113.8245207, 22.70319838, 2
156, 113.836729, 22.77085636, 13
255, 113.9224168, 22.52175518, 12
588, 114.2966103, 22.77149272, 3
24, 114.1483764, 22.61584454, 14
361, 113.9120505, 22.57066024, 3
1865, 113.9417636538126, 22.607446944925318, 0
483, 113.9635241, 22.57057261, 3
313, 114.3758742, 22.74040997, 7
229, 114.1463901, 22.55617025, 2
322, 114.4104095, 22.63463372, 2
1229, 113.989099, 22.67451893, 2
1298, 114.0339804, 22.67824772, 2
1862, 114.05691988177061, 22.58571935715011, 0
31, 114.252795, 22.72976183, 21
1, 114.0827477, 22.55702068, 34
599, 113.9272366, 22.73056127, 1
315, 113.9626144, 22.70554424, 1
317, 113.8396419, 22.71903215, 4
311, 113.813731, 22.73120746, 4
525, 113.9438209, 22.54911167, 1
13, 114.092794, 22.54880699, 3
132, 113.9169562, 22.54818132, 10
108, 113.8909235, 22.56362014, 13
146, 113.8819519, 22.78431814, 18
1, 114.0985039, 22.56191059, 17
224, 114.0369986, 22.5279957, 6
1050, 114.1727569, 22.64463571, 3
83, 114.041103, 22.59806904, 16
889, 114.309566, 22.60244741, 1
590, 114.2819536, 22.73405987, 4
594, 113.9009591, 22.73699951, 1
455, 113.9094014, 22.53718549, 3
307, 114.287889, 22.72307688, 7
532, 113.9684818, 22.56243403, 3
887, 114.2991779, 22.60372363, 1
