firms-ID,x-coordinate,y-coordinate,capacity,staff,cost
1262, 114.3035564, 22.77255353, 1, 0.9716795396032106, 636540
639, 114.0447841, 22.67738457, 3, 1.9433590792064213, 781196
1613, 114.0430529, 22.56731939, 3, 2.915038618809632, 4779504
344, 113.8897551, 22.77264868, 10, 11.660154475238528, 9830835
564, 113.9699356, 22.53011123, 3, 2.915038618809632, 415109.10986948194
1930, 114.1074937, 22.54258289, 3, 2.915038618809632, 3717426
1158, 114.1442097, 22.55434867, 3, 2.915038618809632, 1916514
323, 114.3388999, 22.68548423, 3, 2.915038618809632, 1723920
241, 114.1578879, 22.60869288, 3, 2.915038618809632, 622915
1123, 113.89667, 22.77535293, 4, 4.858397698016053, 6106772
1515, 113.884839, 22.81101354, 2, 1.9433590792064213, 769536
831, 113.9182386, 22.56843843, 4, 4.858397698016053, 8620325
836, 113.8893661, 22.5612539, 4, 3.8867181584128425, 2883690
678, 113.9874438, 22.5398186, 6, 6.801756777222475, 7162600
1675, 113.7976492, 22.698087, 3, 2.915038618809632, 2548720
789, 114.0582017, 22.70814865, 3, 1.9433590792064213, 1118040
97, 114.3215746, 22.70437613, 11, 12.631834014841738, 15176700
954, 114.0579046, 22.57556408, 3, 1.9433590792064213, 677160
1894, 113.9417295, 22.570109, 2, 0.9716795396032106, 945525
254, 113.8464076, 22.74194233, 1, 0.9716795396032106, 521504
1119, 114.3624828, 22.75343579, 1, 0.9716795396032106, 1250588
849, 114.1092381, 22.55806886, 3, 2.915038618809632, 5263580
580, 113.9625456, 22.5629959, 1, 0.9716795396032106, 1151776
514, 114.0582017, 22.70814865, 5, 2.915038618809632, 891960
638, 114.3683956, 22.75704442, 1, 0.9716795396032106, 661920
276, 114.3077843, 22.77649766, 8, 8.745115856428896, 11938416
149, 114.3541312, 22.75877108, 1, 0.9716795396032106, 938979
502, 114.3613685, 22.71192628, 1, 0.9716795396032106, 1248034
1147, 114.0268688, 22.59775455, 3, 2.915038618809632, 617187.6167579487
1779, 113.8424925, 22.76193149, 3, 3.8867181584128425, 5712594
708, 114.2099445, 22.70807763, 3, 2.915038618809632, 3684870
1859, 113.8950865, 22.71774923, 1, 0.9716795396032106, 526983
1747, 113.8868121, 22.72240779, 1, 0.9716795396032106, 1183616
1718, 113.9258007, 22.69787298, 2, 1.9433590792064213, 527901
433, 114.0658046, 22.54474181, 5, 3.8867181584128425, 3982284
218, 113.8341494, 22.62683087, 6, 6.801756777222475, 11998440
1500, 113.8764685, 22.77355168, 3, 3.8867181584128425, 3590676
1025, 114.1080045, 22.61812467, 4, 4.858397698016053, 9004240
997, 114.0017638, 22.59835539, 3, 3.8867181584128425, 7623504
1286, 113.9642825, 22.69510751, 6, 6.801756777222475, 8821728
1599, 114.1745566, 22.56904314, 3, 2.915038618809632, 455758.558148254
1358, 113.9721574, 22.73531601, 1, 0.9716795396032106, 473970
779, 114.1584063, 22.56203742, 6, 6.801756777222475, 7576750
1730, 113.9310081, 22.75180357, 1, 0.9716795396032106, 1144225
1472, 114.0929666, 22.72529894, 1, 0.9716795396032106, 1261094
698, 114.0280747, 22.56038858, 4, 4.858397698016053, 6516475
1425, 113.9185341, 22.74888894, 3, 2.915038618809632, 364043.4350587799
15, 114.1200256, 22.56292986, 3, 2.915038618809632, 3073650
228, 114.077715, 22.68210734, 1, 0.9716795396032106, 1134648
791, 114.1091996, 22.58050961, 3, 3.8867181584128425, 7290480
1570, 114.2252403, 22.63378122, 1, 0.9716795396032106, 845160
978, 114.0020981, 22.67241295, 2, 0.9716795396032106, 835692
923, 113.8678644, 22.80466662, 1, 0.9716795396032106, 1327280
270, 113.9234122, 22.52390294, 4, 2.915038618809632, 3837840
1405, 113.9945339, 22.53990409, 3, 2.915038618809632, 1545705
591, 113.8775801, 22.79067888, 3, 2.915038618809632, 1285388
1657, 114.0582017, 22.70814865, 5, 2.915038618809632, 570617.8576239876
1490, 114.0300415, 22.74811872, 1, 0.9716795396032106, 1004270
1729, 114.0492451, 22.56662297, 3, 3.8867181584128425, 3785118
1179, 114.3808979, 22.71648088, 1, 0.9716795396032106, 457005
1591, 114.1357787, 22.61047964, 6, 6.801756777222475, 4704480
1790, 114.214763, 22.67006742, 2, 1.9433590792064213, 3668160
541, 114.0957679, 22.56965336, 4, 4.858397698016053, 7617785
787, 114.2741171, 22.72922143, 3, 1.9433590792064213, 763525
542, 113.8045813, 22.66852381, 3, 2.915038618809632, 1863162
10, 113.9163977, 22.70164617, 3, 2.915038618809632, 291359.7643199369
694, 113.9387369, 22.76682196, 5, 4.858397698016053, 4898256
1018, 114.0545956, 22.61293956, 7, 7.773436316825685, 9137520
266, 113.9945339, 22.53990409, 6, 6.801756777222475, 4637115
196, 114.0020024, 22.54751793, 6, 6.801756777222475, 6110200
35, 114.02826, 22.65797554, 6, 6.801756777222475, 11160310
175, 113.9722297, 22.61881648, 2, 1.9433590792064213, 1099315
1566, 113.8594129, 22.76057567, 1, 0.9716795396032106, 1265072
1965, 114.3199658, 22.72416385, 3, 2.915038618809632, 3807078
2015, 114.1109686, 22.60593957, 1, 0.9716795396032106, 760680.8262281251
2027, 114.0582017, 22.70814865, 4, 0, 3688928.1119388286
161, 113.9792634, 22.53515726, 8, 8.745115856428896, 13723840
1933, 114.3072888, 22.67023618, 7, 7.773436316825685, 14223924
1455, 114.0236759, 22.60839755, 2, 0.9716795396032106, 682731
459, 113.9205092, 22.56157879, 3, 2.915038618809632, 667749.7538027514
703, 113.8833188, 22.57999628, 6, 6.801756777222475, 7451325
338, 113.8276875, 22.72981511, 5, 2.915038618809632, 3945600
1454, 114.1083255, 22.54846201, 3, 3.8867181584128425, 7840368
412, 114.2876146, 22.70174801, 3, 3.8867181584128425, 3957600
203, 114.1584063, 22.56203742, 3, 3.8867181584128425, 4546050
1070, 113.8922304, 22.79108217, 2, 0.9716795396032106, 1144325
898, 114.3300158, 22.79799438, 1, 0.9716795396032106, 1171368
1984, 113.8276875, 22.72981511, 2, 0.9716795396032106, 986400
809, 113.9771094, 22.55295138, 6, 6.801756777222475, 5546420
1590, 114.0346794, 22.67231938, 3, 2.915038618809632, 473511.1083966718
1659, 114.102483, 22.54850495, 4, 2.915038618809632, 2047437
1606, 113.9211685, 22.48956803, 3, 1.9433590792064213, 697038
159, 114.3242639, 22.60439637, 1, 0.9716795396032106, 500000
1071, 114.0891792, 22.54178278, 4, 2.915038618809632, 2177343
1558, 114.0083573, 22.75268468, 1, 0.9716795396032106, 1136212
1251, 114.2741171, 22.72922143, 6, 6.801756777222475, 7334712
1298, 114.0305432, 22.56786856, 1, 0.9716795396032106, 788831
1274, 114.0552492, 22.71411879, 1, 0.9716795396032106, 1207520
1346, 114.2203198, 22.55590944, 3, 2.915038618809632, 4271760
999, 114.1908585, 22.6355659, 3, 3.8867181584128425, 6578766
118, 114.0574806, 22.53699791, 5, 4.858397698016053, 3187584
147, 114.1185974, 22.69455967, 3, 2.915038618809632, 2991472
239, 114.0859619, 22.53889373, 1, 0.9716795396032106, 1178931
1160, 113.9176323, 22.4970986, 7, 7.773436316825685, 13970688
1085, 114.1083255, 22.54846201, 3, 2.915038618809632, 3920184
1571, 114.2549672, 22.57753579, 1, 0.9716795396032106, 1161584
353, 114.1027281, 22.7198865, 4, 4.858397698016053, 7504266
1004, 114.2482186, 22.597762, 3, 2.915038618809632, 2561352
518, 114.0959054, 22.56484784, 5, 3.8867181584128425, 4766832
461, 113.9923093, 22.58984621, 2, 1.9433590792064213, 1368630
1427, 113.9032064, 22.55898151, 4, 4.858397698016053, 5668075
1105, 114.1331767, 22.5485137, 3, 2.915038618809632, 3946800
1524, 113.9853128, 22.56103544, 2, 1.9433590792064213, 4051944
1244, 114.1909831, 22.64747785, 5, 3.8867181584128425, 3543264
2011, 114.0294245, 22.67435697, 2, 1.9433590792064213, 462717.67759302154
204, 114.0260963, 22.61527902, 6, 4.858397698016053, 2972000
1289, 113.9560825, 22.70340427, 5, 2.915038618809632, 1436476
559, 114.1279131, 22.68921886, 2, 1.9433590792064213, 675246
1796, 114.2574001, 22.71075833, 3, 2.915038618809632, 504059.8645104925
902, 114.261562, 22.58687942, 3, 2.915038618809632, 5151160
550, 114.1793278, 22.63882801, 3, 2.915038618809632, 567782.2394797547
1920, 113.9127626, 22.5052005, 1, 0.9716795396032106, 1060936
327, 114.2847691, 22.67326189, 7, 7.773436316825685, 9442800
101, 113.8888349, 22.49267264, 2, 1.9433590792064213, 1237896
1365, 114.0610319, 22.71362, 6, 6.801756777222475, 8794440
2009, 114.2850418, 22.6886509, 2, 1.9433590792064213, 1238742.80772
479, 113.8851632, 22.72061152, 6, 6.801756777222475, 5766880
164, 114.2477237, 22.74951701, 3, 1.9433590792064213, 893295
485, 113.9722297, 22.61881648, 3, 2.915038618809632, 658200.4983588385
1014, 114.1308154, 22.58008543, 4, 3.8867181584128425, 3486870
428, 113.9345508, 22.57649825, 2, 0.9716795396032106, 1378680
27, 113.866769, 22.77734068, 4, 4.858397698016053, 5931912
1209, 114.1308154, 22.58008543, 6, 3.8867181584128425, 3486870
1678, 113.8275729, 22.76687465, 1, 0.9716795396032106, 817700
100, 113.9045836, 22.80055712, 1, 0.9716795396032106, 669627
439, 113.8680464, 22.6059268, 3, 2.915038618809632, 584064.2918054033
1371, 113.9705889, 22.54983022, 2, 1.9433590792064213, 1222122
503, 113.9945339, 22.53990409, 2, 0.9716795396032106, 515235
1008, 114.0790509, 22.54727143, 3, 2.915038618809632, 4457316
150, 114.0505903, 22.50486884, 1, 0.9716795396032106, 675048
484, 114.3732663, 22.72921063, 1, 0.9716795396032106, 812725
1023, 114.0065176, 22.55598372, 2, 1.9433590792064213, 1468623
1621, 113.8821179, 22.81945596, 1, 0.9716795396032106, 651400
207, 113.9399642, 22.72081946, 9, 10.688474935635318, 15261345
1203, 113.8045813, 22.66852381, 3, 1.9433590792064213, 904905
1962, 113.977303, 22.72436538, 3, 2.915038618809632, 3149160
136, 114.064592, 22.5648517, 8, 8.745115856428896, 12347140
381, 114.0845334, 22.55449314, 3, 2.915038618809632, 5874492
1513, 114.2981812, 22.60276444, 1, 0.9716795396032106, 659988
50, 113.9275533, 22.63746989, 8, 8.745115856428896, 12481716
1208, 113.8336617, 22.63291191, 6, 6.801756777222475, 11206140
1151, 114.0348327, 22.5262719, 3, 2.915038618809632, 3065712
2016, 114.1186904, 22.62107604, 3, 2.915038618809632, 324341.7873548222
1565, 113.9211685, 22.48956803, 5, 5.830077237619264, 5961600
1037, 113.8552673, 22.79763444, 6, 6.801756777222475, 8746650
1431, 113.8830576, 22.78228449, 4, 4.858397698016053, 4184544
644, 114.2387213, 22.56366033, 14, 15.54687263365137, 40450176
486, 114.2922773, 22.5831055, 1, 0.9716795396032106, 634392
367, 113.9811375, 22.55455443, 3, 3.8867181584128425, 7496928
1953, 114.1223451, 22.60760209, 2, 0.9716795396032106, 808678
450, 114.0610319, 22.71362, 6, 6.801756777222475, 8794440
614, 114.3559461, 22.72906025, 9, 10.688474935635318, 11501840
1858, 114.0379928, 22.54385352, 3, 2.915038618809632, 596365.3422220557
1826, 114.0490229, 22.63510087, 4, 4.858397698016053, 8501598
567, 114.3403352, 22.679758, 9, 9.716795396032106, 14140464
1985, 114.0718629, 22.54517922, 3, 3.8867181584128425, 5673360
1851, 114.1217289, 22.54666103, 3, 2.915038618809632, 2354220
1062, 113.8801476, 22.49715906, 1, 0.9716795396032106, 964392
1239, 114.0408153, 22.52422319, 3, 2.915038618809632, 2664640
454, 114.0503059, 22.5483735, 2, 1.9433590792064213, 3341214
1763, 114.0946258, 22.54159553, 3, 2.915038618809632, 4549380
1750, 114.0766851, 22.57433865, 1, 0.9716795396032106, 1186416
252, 113.9304062, 22.68073678, 1, 0.9716795396032106, 1045072
750, 114.0790509, 22.54727143, 6, 6.801756777222475, 10028961
178, 113.9187309, 22.57620516, 10, 11.660154475238528, 19213920
828, 114.0984549, 22.56231854, 6, 6.801756777222475, 8030664
