residences-ID,x-coordinate,y-coordinate,House-price,House-rent,capacity
0, 113.92872712866466, 22.51401832880286, 2246202, 105918.33038533715, 18
1098, 113.9316336, 22.53157254, 3167753, 105691, 0
582, 113.9912094, 22.53805411, 2705696, 82609, 0
816, 114.0592883, 22.57054481, 2300949, 50795, 0
432, 113.8268095, 22.64682811, 2430777, 59154, 0
46, 114.2676535, 22.58962665, 1958241, 33152, 0
135, 113.8740527, 22.59011904, 2202102, 80616, 1
987, 114.2709962, 22.72776478, 1314147, 21510, 0
434, 114.1612636, 22.61026465, 1628598, 25327, 0
811, 114.2918596, 22.7332325, 1147997, 17248, 0
940, 113.9863711, 22.5576736, 2906860, 128906.01912118097, 4
1223, 114.245619, 22.59661344, 1098777, 30320.90786, 0
602, 114.0370273, 22.51970821, 2191629, 61338, 0
891, 114.0277042, 22.535769, 2411574, 60923, 0
532, 113.8846552, 22.58885046, 2240618, 79817.4031624229, 5
868, 113.8929912, 22.58353792, 2250521, 97654, 2
985, 114.03878, 22.60185337, 2237930, 96351.9693473361, 29
381, 113.9082453, 22.48228251, 2394892, 68090.1574, 1
793, 114.1028875, 22.54545111, 2874452, 59844, 0
467, 114.1042123, 22.53916777, 2429998, 93846, 1
1242, 113.8842557, 22.57875736, 2311309, 79573, 6
39, 114.1037883, 22.55407365, 2510337, 58456, 0
1216, 114.0208325, 22.54356797, 3939575, 109453, 0
405, 113.8455531, 22.62289282, 2232975, 61527.53141341681, 1
1024, 114.1240901, 22.55821852, 2490854, 45464, 0
1469, 114.0430301, 22.55562313, 1884233, 51464, 1
511, 113.9137127, 22.4855817, 3324898, 148173, 0
1226, 113.9299498, 22.48990806, 2489513, 81805, 0
340, 114.0327179, 22.56052807, 3158290, 71458, 0
1412, 114.2223735, 22.68043649, 1374817, 22753, 0
409, 114.1425122, 22.54792195, 3179498, 49201.06736267172, 1
264, 113.8288835, 22.685504, 2241875, 35753.85311880781, 6
941, 114.1232604, 22.60964239, 1384189, 23911, 0
622, 114.0549424, 22.56614636, 2958765, 51607.83760561579, 1
