OBs-ID,x-coordinate,y-coordinate,ob-price,capacity
697, 113.7953963, 22.73625293, 873891.1676318751, 1
940, 113.9800439, 22.55948125, 668196, -1
42, 114.0404776, 22.52785478, 580032, -3
205, 113.7948392, 22.74855338, 565755, 0
230, 113.9287452, 22.5922123, 809358, 0
654, 113.9952024, 22.67630999, 808608, -2
392, 113.8629806, 22.63225643, 924600, 0
798, 114.3144354, 22.6722525, 1249053, 0
30, 113.9066391, 22.487531, 868340.06318625, 1
414, 113.9327481, 22.6012731, 937636.7888249998, 1
950, 113.8756346, 22.78206316, 976263.9332249999, 1
337, 114.1134928, 22.53948341, 635934.9586081251, 1
293, 113.9080637, 22.65588346, 695449.545635, 1
683, 113.9522202, 22.74086001, 1196028, -1
417, 114.3559461, 22.72906025, 718865, -6
560, 113.9090228, 22.5155996, 1121910, 0
581, 113.9275589, 22.50061021, 550062, -2
138, 114.4003552, 22.6188088, 663199.9037218749, 1
786, 113.9700406, 22.55899902, 460480.13103000005, 1
504, 114.2706609, 22.69643868, 946690.0257937498, 1
472, 114.2890618, 22.73805887, 1001824, 0
815, 114.1793278, 22.63882801, 733776.4630312499, 1
482, 113.7985327, 22.72284588, 1314686, 0
158, 114.2125284, 22.72475814, 943370, 0
300, 114.1717413, 22.56394335, 1166812, -1
610, 114.1212396, 22.61279607, 648564.6110699999, 1
274, 114.0818223, 22.57645726, 986391, -1
50, 114.1016038, 22.53736933, 1319760, 0
727, 113.8790227, 22.59653042, 1420160, 0
769, 114.0549154, 22.6874012, 623580, 0
62, 113.9366485, 22.52943032, 1150056, -2
501, 114.0994988, 22.70120735, 931550, -1
459, 114.0450657, 22.52313116, 653752, -1
64, 114.0929666, 22.72529894, 975810.4975956249, 1
638, 114.0773215, 22.70524286, 644590.4721749999, 1
692, 113.9642825, 22.69510751, 980192, -2
466, 113.9365428, 22.76215335, 1192140, -1
226, 114.3160098, 22.70745292, 845350, -2
299, 113.9976651, 22.67571164, 538720, -8
785, 114.3541312, 22.75877108, 726564.0509128126, 1
809, 114.1422694, 22.60791832, 615438, -7
237, 114.2647351, 22.7062861, 465141.3873975, 1
539, 113.9089654, 22.7268016, 786138.9928528125, 1
641, 113.8551722, 22.73321983, 721335, 0
582, 114.3783082, 22.75588524, 752540, 0
884, 113.9699356, 22.53011123, 536468.5142162499, 1
646, 114.0891792, 22.54178278, 725781, -3
957, 113.8825802, 22.73133707, 1085518, 0
941, 114.0920617, 22.69926695, 1060620, -1
72, 114.2810814, 22.68512797, 541755, 0
856, 114.0766851, 22.57433865, 1186416, 0
933, 113.889499, 22.78518445, 1131962, 0
218, 114.0515348, 22.69449135, 1292616, 0
415, 113.9138098, 22.56441558, 1444716, 0
49, 113.9923093, 22.58984621, 1368630, -1
642, 114.1354023, 22.63396417, 386944.63341562496, 1
775, 114.0189224, 22.74761867, 1050658.32768, 1
85, 113.924939, 22.51239945, 1434615, 0
302, 114.0348327, 22.5262719, 1021904, -2
120, 114.3939362, 22.714358, 619680, 0
152, 114.0593064, 22.72780458, 883128, 0
757, 114.3616178, 22.68870689, 641532.4899099999, 1
938, 113.9332947, 22.58224165, 852800, 0
982, 113.9734805, 22.62434102, 674184.4979106251, 1
306, 113.905693, 22.78527296, 521940, 0
328, 114.0503059, 22.5483735, 1113738, 0
231, 114.1909831, 22.64747785, 1181088, -2
621, 113.9182386, 22.56843843, 1231475, -2
148, 113.9321561, 22.78251295, 1156470, -1
651, 113.9409297, 22.6785624, 629320, -1
995, 114.2522828, 22.71452222, 870096, 0
272, 113.8709278, 22.80842361, 1253875, 0
695, 114.1382291, 22.61523669, 1289074, 0
664, 114.0466717, 22.64186821, 821184, -1
106, 114.0321467, 22.60364925, 614176, -3
126, 114.0046208, 22.59551516, 508139.6203134375, 1
580, 114.1274377, 22.60239706, 900264, -3
677, 113.8891204, 22.53739654, 682584, -1
268, 114.0440301, 22.51042369, 1268748, 0
527, 114.0999156, 22.65012515, 946770, 0
140, 114.1029601, 22.55553361, 763525, -2
839, 114.3943777, 22.69348336, 1194900, 0
189, 113.8341494, 22.62683087, 1333160, -4
273, 113.7905001, 22.72072576, 767686.63883625, 1
679, 113.9486925, 22.78265274, 540718.119125, 1
84, 114.1382922, 22.57066054, 1255720, -2
18, 114.2203198, 22.69700052, 906456, -2
850, 113.8686746, 22.79460203, 746702, -1
770, 113.9238649, 22.572151, 942906, -3
838, 113.8759726, 22.80667899, 1366360, 0
110, 114.0587637, 22.53249916, 1334556, -1
116, 114.1847659, 22.59345697, 1204830, 0
439, 113.8286619, 22.71792127, 937657, -1
825, 114.2473445, 22.5916789, 608880, -2
719, 114.31753, 22.70012994, 934641, -1
840, 114.0711415, 22.58481421, 848622.577336875, 1
944, 114.2246614, 22.68177281, 1269108, -1
288, 113.8746304, 22.57015688, 751476, 0
801, 114.4875528, 22.53501616, 528472.2620081251, 1
102, 113.8870304, 22.73681777, 750440, -1
320, 114.3983074, 22.73835999, 620818.3742131249, 1
829, 114.3486816, 22.70118929, 1152096, -1
767, 113.8563369, 22.74696049, 1192695, 0
523, 113.9317005, 22.61088634, 1110685.1576875, 1
847, 113.9057843, 22.67033037, 617322.4319375, 1
795, 113.89667, 22.77535293, 872396, -3
409, 114.0211554, 22.71756814, 855708, -3
774, 113.8774304, 22.81358574, 1118587.7824021876, 1
681, 113.8982954, 22.70779894, 1266405, 0
859, 114.2164611, 22.55835352, 946925, -1
242, 113.9175271, 22.72183077, 1210366, -4
188, 114.4011799, 22.69343354, 573553, 0
631, 113.9834399, 22.74001975, 703032, -4
555, 113.9978161, 22.59332402, 899350, -1
758, 114.2834069, 22.66229613, 1257382, -2
721, 113.9360145, 22.79239129, 860444.4025, 1
759, 113.8687342, 22.77005729, 1244397, -1
136, 114.1020648, 22.59017166, 469845, -5
755, 114.2177822, 22.64129845, 718842, 0
854, 114.3560622, 22.69406645, 914467.4662134373, 1
173, 114.0558319, 22.6636871, 652400, -3
233, 113.8830857, 22.79706448, 1062330, 0
803, 113.884149, 22.54593081, 695134, -2
260, 113.8519206, 22.76363961, 917763, -1
491, 113.8108448, 22.66372012, 1016199, -3
241, 114.4051074, 22.77520683, 618146, 0
447, 114.0706953, 22.69695963, 567188, 0
965, 114.4721157, 22.59205114, 649341, 0
187, 113.8159333, 22.72504131, 538118, 0
223, 113.9608013, 22.6869296, 1059300, -2
983, 114.1745566, 22.56904314, 589002.049625, 1
247, 113.8689145, 22.50307986, 482688, -1
129, 114.2431327, 22.56455993, 719095, -1
903, 114.1042953, 22.54730183, 1096260, -3
666, 114.2781637, 22.66588492, 1020987, -8
870, 114.1908585, 22.6355659, 1096461, -1
648, 114.0118614, 22.65099043, 756107.7808875, 1
163, 114.2624986, 22.59287108, 1094025, -2
579, 114.2182204, 22.64907737, 959417.9484346875, 1
639, 114.1216418, 22.68350161, 981336, 0
370, 113.8355052, 22.73310871, 1011600, -1
25, 113.957259, 22.58270328, 1213902, 0
994, 114.0831677, 22.5592743, 927624.8372746875, 1
904, 114.1172224, 22.59546438, 1150996, -1
255, 114.2351296, 22.70908286, 934177, 0
61, 114.0573383, 22.6047373, 508320, -3
908, 113.9387369, 22.76682196, 1224564, -1
44, 113.9228696, 22.69469437, 999870, 0
74, 114.2118053, 22.6108732, 671726, -1
989, 113.936611, 22.67894119, 1350400, -2
77, 113.9262857, 22.4872279, 1018083, 0
282, 114.1143859, 22.69911255, 925890.7941937499, 1
146, 113.9139943, 22.5237691, 665440, -1
52, 113.8661029, 22.75930169, 844608, -8
866, 114.1575204, 22.57007701, 877828, 0
794, 114.0484984, 22.62211213, 492893.8145018751, 1
483, 114.0491343, 22.73364824, 1315980, 0
640, 114.0147148, 22.66305665, 909900, 0
478, 114.3051519, 22.73062758, 1000355, 0
395, 113.9218466, 22.67235182, 1104840, 0
217, 114.2563818, 22.58771104, 1195155, -2
568, 113.9771094, 22.55295138, 554642, -5
877, 114.0574009, 22.62520599, 809150, 0
535, 113.9952455, 22.5333633, 688897.16865625, 1
56, 114.03056, 22.72458829, 1270308, 0
865, 114.0383256, 22.73710796, 764399.6174137499, 1
244, 114.0271627, 22.63621566, 1178568, 0
756, 114.2574001, 22.71075833, 651424.505415, 1
254, 113.9304062, 22.68073678, 1045072, 0
655, 113.9275533, 22.63746989, 1040143, -4
947, 114.0659798, 22.55478286, 443995.5019375, 1
751, 114.0552492, 22.71411879, 1207520, 0
570, 113.833737, 22.72531168, 574902, 0
791, 114.2850418, 22.6886509, 619371.40386, 0
946, 114.0436966, 22.64983377, 543818.6593415625, 1
438, 113.9853128, 22.56103544, 1012986, 0
538, 113.9463599, 22.58306622, 1278683, -1
