people-ID,livelong,livelat,wslong,wslat
29927, 114.0186815, 22.63417359, 114.2185909, 22.61962204
14881, 114.2200589, 22.67903175, 113.8425345, 22.73227453
12653, 114.1049696, 22.5579356, 114.1151956, 22.53942689
16225, 114.0521542, 22.71887003, 114.1231422, 22.56771889
6794, 113.9299459, 22.74871131, 113.9326997, 22.73433917
11340, 114.1757151, 22.6364007, 114.1215589, 22.60290088
31843, 114.0179221, 22.65101941, 113.8594129, 22.76057567
35785, 113.9750147, 22.53820363, 113.94176369477326, 22.496636264645293
5937, 114.037073, 22.61509883, 114.0321467, 22.60364925
1950, 114.159033, 22.61719484, 114.1697836, 22.60198124
16908, 113.7721529, 22.6885906, 114.0582017, 22.70814865
2024, 113.88068, 22.54759468, 113.8836088, 22.55392193
16046, 113.9109423, 22.55746874, 114.1075515, 22.54658266
13828, 114.2988156, 22.77291042, 114.0151301, 22.5346779
17421, 114.0060361, 22.64477552, 114.2109974, 22.71058323
11982, 114.1211318, 22.57900281, 114.1422694, 22.60791832
28700, 114.2999413, 22.76820291, 113.7961225, 22.72937009
6043, 114.0169023, 22.63031988, 114.0151301, 22.5346779
8398, 114.4135457, 22.63002625, 114.4182242, 22.63555552
6743, 113.8259751, 22.68298054, 113.8363961, 22.72426785
33976, 113.8507985, 22.7636276, 114.0378486, 22.67362562
14224, 113.9379107, 22.76365792, 114.3352269, 22.67480048
6915, 114.1218045, 22.57112173, 114.1674935, 22.56881687
5371, 114.0822683, 22.55456271, 114.0859619, 22.53889373
13135, 113.9840701, 22.59480876, 114.0256472, 22.61486828
13275, 113.9379107, 22.76365792, 113.8375283, 22.7668591
11487, 113.8771498, 22.58317542, 113.8836088, 22.55392193
30034, 113.843812, 22.78331101, 114.0582017, 22.70814865
6831, 114.4135457, 22.63002625, 114.3568596, 22.68964536
3495, 114.4039807, 22.64005942, 113.8647567, 22.57798747
11709, 114.1368988, 22.67066874, 113.8425345, 22.73227453
3147, 113.8828341, 22.76829712, 113.8661029, 22.75930169
4656, 113.8697869, 22.56524438, 113.865599, 22.58345088
6734, 113.9227683, 22.51235825, 113.918592, 22.51236448
15205, 113.8511874, 22.57309821, 113.8733376, 22.80061974
2811, 114.2307736, 22.72322821, 114.0435367, 22.69741734
1083, 114.1298848, 22.68634625, 114.0151301, 22.5346779
26001, 113.8281835, 22.78771022, 113.9332828, 22.69119982
4734, 113.9032597, 22.77940868, 114.0013371, 22.7334005
15252, 114.2316134, 22.71839642, 113.8647567, 22.57798747
5043, 113.8764874, 22.56452482, 113.9657033, 22.58744293
7661, 114.3871403, 22.71081409, 113.9495485, 22.54063909
6530, 114.1357206, 22.62069114, 114.1431629, 22.60400238
8983, 114.0570772, 22.63420971, 114.0580164, 22.62327935
9490, 113.9212985, 22.52115787, 114.0305432, 22.56786856
5419, 114.0354747, 22.52564391, 114.0497209, 22.52837377
14867, 113.9137794, 22.55581774, 114.0527624, 22.63151064
8890, 114.1071909, 22.56922166, 114.1180562, 22.55978111
5829, 113.8846552, 22.58885046, 113.8678644, 22.80466662
9626, 114.1298848, 22.68634625, 114.1382676, 22.68728332
693, 114.1064566, 22.63242428, 114.0644572, 22.65490436
14241, 113.8997248, 22.76878178, 113.8716204, 22.80383294
14124, 113.9035763, 22.56325293, 114.055946, 22.67616114
1602, 114.1063035, 22.60805859, 114.0945469, 22.55477559
14886, 114.1185954, 22.59768455, 114.1193772, 22.58155327
13270, 114.0240966, 22.63303427, 114.03301952495424, 22.627001778145807
13035, 114.1190419, 22.62508865, 114.2908189, 22.67684935
28512, 114.4024605, 22.6380323, 114.0891792, 22.54178278
8467, 113.9673517, 22.57211963, 114.3072888, 22.67023618
4873, 114.0154736, 22.65448952, 113.992699, 22.70315604
13486, 113.889344, 22.56290387, 113.9343726, 22.69337751
9007, 114.2654822, 22.71616594, 114.3291541, 22.76598871
15909, 114.0783056, 22.54244888, 114.0486133, 22.54572489
33769, 114.0313345, 22.66527926, 114.2818029, 22.58864071
4443, 114.0107756, 22.63888777, 114.0083499, 22.63529777
31804, 114.2376679, 22.71326216, 113.9155363, 22.520529
186, 114.0927183, 22.56881571, 114.0984549, 22.56231854
25533, 113.8577667, 22.58392266, 113.860603, 22.57924996
11676, 113.9256338, 22.51572657, 113.9414054, 22.56276132
27280, 113.8936399, 22.76805679, 113.8392275, 22.70940501
30382, 114.1720306, 22.64868879, 114.1727569, 22.64463571
3949, 114.1125384, 22.59592024, 114.1274377, 22.60239706
30412, 113.8712327, 22.59794122, 113.902914, 22.57945258
36097, 113.94610921315689, 22.548782465261848, 114.2690521, 22.7345028
2951, 113.8035446, 22.67359443, 113.8064836, 22.69279451
13672, 113.8522069, 22.6141377, 113.841688, 22.59761892
13391, 114.0719223, 22.66166336, 114.0582017, 22.70814865
9373, 114.2874449, 22.72725532, 114.0151301, 22.5346779
1716, 113.8865032, 22.57412312, 113.9142301, 22.54249797
7583, 114.2367467, 22.72324864, 113.8027103, 22.73397581
27411, 113.9227683, 22.51235825, 113.9239807, 22.51041167
15115, 113.8886117, 22.77684509, 113.8714992, 22.78752544
36018, 114.0145377, 22.55724398, 114.2908189, 22.67684935
13258, 113.8829829, 22.56603833, 113.981697, 22.54120672
12199, 114.0252775, 22.6568041, 114.3712383, 22.74697943
3245, 114.3354208, 22.70099604, 114.3129681, 22.6959616
14898, 113.8678879, 22.5713629, 113.8758314, 22.58494532
4066, 113.9461092182144, 22.5466097056852, 114.3312856, 22.67827006
878, 114.0163238, 22.53727597, 114.0449931, 22.70374768
11883, 113.9013839, 22.5753663, 113.9113222, 22.57536023
7389, 113.8282306, 22.78595423, 113.8371794, 22.62749629
1796, 113.9461092182144, 22.5466097056852, 113.8733725, 22.8019963
16487, 114.1133745, 22.53726168, 114.0746909, 22.53474535
9223, 114.2200589, 22.67903175, 114.201702, 22.65030004
16333, 114.0134819, 22.6269261, 114.0237007, 22.62544777
6594, 113.8909863, 22.77584712, 113.8603968, 22.73318929
17120, 114.1108458, 22.61624122, 114.102844, 22.60151047
4339, 113.9064691, 22.57201045, 113.8425345, 22.73227453
17110, 114.0174534, 22.53769325, 114.0800519, 22.54724782
183, 113.8897867, 22.58338662, 113.8833188, 22.57999628
4145, 114.0145377, 22.55724398, 114.0216586, 22.54208411
15368, 113.9104005, 22.56214157, 113.9225849, 22.55176631
3149, 114.1122248, 22.6075147, 114.1221481, 22.6011108
6323, 114.2122946, 22.72380437, 113.8064836, 22.69279451
17618, 114.2348507, 22.72008652, 114.1264577, 22.60106998
4222, 114.2658949, 22.72232383, 114.3408456, 22.69281194
31759, 113.9337469, 22.52261679, 114.0527624, 22.63151064
7381, 114.0283921, 22.6298931, 113.9155363, 22.520529
13400, 114.0380729, 22.65203364, 114.0490229, 22.63510087
3097, 113.8832089, 22.78014068, 113.968556, 22.69827316
7241, 114.1220831, 22.59238119, 113.9434528, 22.79427779
7801, 113.8579814, 22.62330717, 113.8341494, 22.62683087
16592, 113.95045471778803, 22.54878246193971, 113.9524126, 22.5405666
2964, 113.8474183, 22.76878118, 113.8277209, 22.72547241
3355, 114.4024605, 22.6380323, 114.398595, 22.63845821
6639, 113.9477232, 22.53044909, 113.8661029, 22.75930169
28518, 114.2485412, 22.73406649, 114.2556107, 22.72949293
2448, 114.0591583, 22.56203771, 114.1049978, 22.56803444
1440, 114.1041339, 22.6028314, 114.1272273, 22.69348192
12927, 114.037073, 22.61509883, 114.0256472, 22.61486828
4217, 114.2159068, 22.69932397, 113.8425345, 22.73227453
5352, 114.1245297, 22.57408031, 114.0151301, 22.5346779
3970, 113.8566761, 22.60489379, 114.3122933, 22.69246974
630, 113.8641131, 22.57823681, 113.860603, 22.57924996
17206, 113.8772696, 22.56713794, 113.85919887609661, 22.635692810812877
3143, 114.3354208, 22.70099604, 114.3039921, 22.68977252
13877, 114.1376337, 22.62364727, 114.1357787, 22.61047964
12912, 114.1183749, 22.57145836, 114.1340834, 22.58581645
6256, 114.2146226, 22.73517897, 114.03736505460839, 22.750849029578713
16781, 114.1017011, 22.63294473, 114.1032037, 22.61256999
12299, 114.1080087, 22.68908288, 114.10036, 22.69748356
8244, 114.0527125, 22.69690619, 114.0582017, 22.70814865
9403, 113.8829829, 22.56603833, 114.0527624, 22.63151064
15505, 114.2990902, 22.72391568, 114.2860963, 22.71315916
30271, 113.8740527, 22.59011904, 114.02867403950324, 22.522709376982117
981, 114.201737, 22.70969063, 114.1363637, 22.55371607
13061, 113.9213038, 22.5238211, 113.9224168, 22.52175518
27290, 113.9245668, 22.48259769, 113.9399642, 22.72081946
15765, 114.03878, 22.60185337, 114.035203, 22.55718007
2426, 114.03878, 22.60185337, 114.0395011, 22.60753726
12215, 114.2494805, 22.73784483, 114.1909935, 22.64154101
13217, 113.871036, 22.56064904, 114.0416851, 22.5677473
13351, 113.9299459, 22.74871131, 113.8222272, 22.72445532
16780, 114.1017011, 22.63294473, 114.1080045, 22.61812467
16654, 113.8957434, 22.53233885, 113.7961225, 22.72937009
14316, 113.8772696, 22.56713794, 113.8915813, 22.56216544
30209, 114.1018944, 22.59273764, 113.8392275, 22.70940501
35905, 114.0575448, 22.53709734, 114.0527624, 22.63151064
33828, 114.0154736, 22.65448952, 114.0151301, 22.5346779
3773, 113.8998904, 22.580372, 113.8564083, 22.58683717
7042, 114.0252775, 22.6568041, 114.0277017, 22.72588026
16163, 114.0386285, 22.55495065, 114.0527624, 22.63151064
7662, 114.3871403, 22.71081409, 114.3648628, 22.70474565
6031, 113.808973, 22.73600021, 113.8232585, 22.73145729
15977, 114.1220831, 22.59238119, 113.9237549, 22.4936901
7656, 114.248107, 22.5904246, 114.2568866, 22.59128337
35, 114.0369263, 22.60625676, 113.860603, 22.57924996
14848, 113.9396419, 22.74453187, 113.9834399, 22.74001975
3367, 113.9097873, 22.57514024, 114.0527624, 22.63151064
31746, 114.2202649, 22.67212728, 114.2237726, 22.65744553
33845, 114.0173094, 22.62430723, 113.8399373, 22.59919761
771, 114.0380274, 22.56928036, 114.0537597, 22.57958843
6003, 113.8832089, 22.78014068, 113.9519216, 22.74145752
5971, 113.9211362, 22.49684441, 114.3312856, 22.67827006
7423, 113.9236458, 22.52457026, 113.9239807, 22.51041167
10980, 114.0056544, 22.53746564, 114.0985039, 22.56191059
2489, 114.020688, 22.5546845, 114.0344991, 22.52931257
25585, 114.136865, 22.62534243, 114.1428982, 22.62017946
4138, 114.4090079, 22.63359562, 114.3878694, 22.69616542
11538, 114.0825265, 22.54407702, 114.06778365510446, 22.531400392976618
6131, 113.8357379, 22.64104742, 113.8092739, 22.70581523
9487, 114.2115401, 22.71321091, 114.0139728, 22.75095175
4177, 113.8983364, 22.57014897, 113.8365614, 22.6489862
16147, 113.9164802, 22.51914492, 113.9234122, 22.52390294
12959, 114.0182988, 22.63196421, 114.0296885, 22.62107676
3567, 114.0430051, 22.67646734, 114.038367, 22.71562794
6142, 113.8840849, 22.55088219, 113.896119, 22.72186615
8962, 114.2221366, 22.6951384, 114.2834069, 22.66229613
5620, 113.8505256, 22.57003332, 113.9176323, 22.4970986
25747, 114.1186598, 22.53707709, 114.1151488, 22.55020013
623, 114.2819348, 22.73821424, 114.2725929, 22.73018972
29974, 114.0426604, 22.54373309, 114.1133922, 22.54692885
16423, 114.2138858, 22.7535822, 113.9467017, 22.578627
14626, 114.0635426, 22.61827732, 114.0549093, 22.65763691
3989, 114.0060361, 22.64477552, 114.0285019, 22.63620018
16408, 114.2001423, 22.65019022, 114.2214386, 22.61827584
17560, 113.95045471778803, 22.54878246193971, 113.8560451, 22.76570723
3677, 113.8289193, 22.71956443, 113.8897551, 22.77264868
30334, 114.4135457, 22.63002625, 114.3409104, 22.68026385
17582, 114.2001423, 22.65019022, 114.1039334, 22.59992917
2602, 113.8594394, 22.61901935, 113.8045813, 22.66852381
16227, 114.0521542, 22.71887003, 114.055946, 22.67616114
16351, 114.1078769, 22.53687969, 114.1292601, 22.56291605
5974, 113.8909863, 22.77584712, 114.0406136, 22.6025215
7020, 113.8886117, 22.77684509, 113.8714992, 22.78752544
3045, 114.2215604, 22.73269285, 114.2026022, 22.70897567
5439, 114.0245556, 22.59994136, 114.0498383, 22.56662785
31984, 113.8841394, 22.56825281, 114.00042813797916, 22.555300737362128
3060, 114.4039807, 22.64005942, 113.7961225, 22.72937009
7369, 113.9011316, 22.78291302, 113.8553703, 22.78458004
10719, 113.8728022, 22.55872702, 113.9495485, 22.54063909
33665, 113.8577667, 22.58392266, 114.1189957, 22.59474725
15176, 113.8564484, 22.62003008, 113.8560451, 22.76570723
3599, 114.1281902, 22.61384109, 114.1301069, 22.57864861
2241, 114.1018944, 22.59273764, 114.0868068, 22.698374
1302, 114.304544, 22.77640915, 114.3027237, 22.77023974
4045, 113.92872713639662, 22.514018325595053, 113.8092739, 22.70581523
30135, 114.2999413, 22.76820291, 113.7961225, 22.72937009
7876, 113.8929912, 22.58353792, 114.5683539, 22.54702341
12736, 114.0518669, 22.60421052, 114.0580164, 22.62327935
16344, 114.2021686, 22.69935561, 114.2210604, 22.70565195
5808, 113.8840849, 22.55088219, 113.9514808, 22.57933839
6175, 114.1298848, 22.68634625, 114.0912386, 22.72230585
15793, 114.1151491, 22.69657187, 114.0949948, 22.71547575
5029, 113.9244198, 22.77065499, 113.8045813, 22.66852381
10446, 113.8539035, 22.61759091, 113.836729, 22.77085636
13806, 113.8154939, 22.76043031, 113.8753606, 22.79077999
11757, 113.8824722, 22.58724827, 114.2169694, 22.61605202
4585, 114.1125384, 22.59592024, 114.1189957, 22.59474725
25989, 114.1125384, 22.59592024, 114.1189957, 22.59474725
5370, 114.0822683, 22.55456271, 114.0957679, 22.56965336
15333, 114.0890018, 22.5398657, 114.1074937, 22.54258289
115, 113.8909863, 22.77584712, 113.887196, 22.7612654
14321, 114.1335832, 22.62485819, 114.11111, 22.60283312
1518, 113.9379107, 22.76365792, 114.0151301, 22.5346779
4022, 113.9833984, 22.68138002, 114.0582017, 22.70814865
9529, 113.843812, 22.78331101, 113.8544979, 22.79091959
16902, 113.9299459, 22.74871131, 113.9634671, 22.58763486
6941, 113.8236042, 22.71840044, 113.8282047, 22.73376795
30378, 114.3475432, 22.66921114, 114.3853917, 22.72356525
36106, 114.0301127, 22.52337261, 114.1161173, 22.59930781
2989, 113.9603234, 22.53010472, 113.9102191, 22.54338364
2745, 114.0156186, 22.64755367, 114.0151301, 22.5346779
1634, 113.9400233, 22.52891281, 113.9234122, 22.52390294
17132, 113.9479352, 22.56200681, 114.0253108, 22.66369707
1715, 113.9243591, 22.73817724, 113.9259902, 22.71932507
16678, 113.8455531, 22.62289282, 113.7894011, 22.69832406
17498, 114.3355732, 22.71003255, 114.30244167000234, 22.676975235161663
4111, 114.0424233, 22.68753666, 114.041103, 22.59806904
10668, 114.1312649, 22.609293, 114.1264577, 22.60106998
3904, 114.2215604, 22.73269285, 114.2780744, 22.78227554
25940, 113.8764874, 22.56452482, 113.7883502, 22.70651342
918, 114.0961268, 22.57251783, 113.9843857, 22.73744168
2311, 114.0759798, 22.55625124, 114.0916162, 22.549222
1750, 114.2232146, 22.68026417, 114.1216418, 22.68350161
28590, 113.8593418, 22.62832393, 114.1027893, 22.59637715
15776, 114.029352, 22.64951895, 113.8425345, 22.73227453
15641, 114.1063035, 22.60805859, 113.8425345, 22.73227453
3338, 114.2367467, 22.72324864, 114.2781637, 22.66588492
16330, 114.0134819, 22.6269261, 114.0923787, 22.56380177
12784, 114.2403567, 22.74206046, 114.274152, 22.58886862
10050, 114.0217343, 22.65356868, 114.0621482, 22.71015236
8326, 113.8289193, 22.71956443, 113.8392275, 22.70940501
