OBs-ID,x-coordinate,y-coordinate,ob-price,capacity
138, 114.4003552, 22.6188088, 237747.82922699276, 2
884, 113.9699356, 22.53011123, 148810.77215175016, 2
232, 113.98464, 22.59929414, 855547.7859534435, 2
996, 114.0998616, 22.55693538, 183682.8093533009, 1
805, 113.8881337, 22.46708487, 683197.498270625, 1
408, 114.2455148, 22.5868276, 579112.3554628126, 1
384, 114.1121549, 22.56746314, 1134624, -1
51, 114.0320786, 22.56121934, 1074579, -2
895, 114.3138517, 22.66510718, 565794, 0
670, 114.2434892, 22.60829367, 164153.49506567142, 2
688, 114.2939222, 22.66603796, 1130190.4879873039, 4
128, 113.9191977, 22.54583536, 681701, -1
117, 114.3463656, 22.66952477, 106860.7065917704, 1
854, 114.3560622, 22.69406645, 327823.7131381265, 1
706, 113.8210521, 22.72300151, 1857948.84, -1
182, 113.8188409, 22.66555661, 1157555, -5
868, 114.0294245, 22.67435697, 128353.05906345471, 2
268, 114.0440301, 22.51042369, 587799.8216827267, 2
563, 114.0709673, 22.52756307, 380595.517744025, 2
837, 113.7976492, 22.698087, 637180, -2
748, 114.0416775, 22.62253209, 96871.78754521976, 2
169, 114.1248793, 22.542384, 549241.9457614511, 1
709, 114.0718629, 22.54517922, 945560, 0
322, 113.8352106, 22.77728948, 401687.7778898404, 2
964, 113.8978583, 22.79887797, 1728258.993282634, 9
542, 114.0069626, 22.53846962, 656550, 0
65, 114.1218527, 22.67637751, 174710.58788045266, 2
337, 114.1134928, 22.53948341, 176401.72670155912, 2
297, 113.7788305, 22.67930859, 400127.9570046932, 1
444, 114.3059153, 22.67750201, 1136956, -2
119, 113.8833188, 22.57999628, 1204029.4809864222, 2
87, 113.9937353, 22.54944389, 185796.65125001653, 2
969, 113.9647448, 22.58175217, 289532.57907481556, 1
660, 114.0833317, 22.69787035, 87503.35602124684, 2
853, 114.0366085, 22.6327468, 148756.56886971628, 2
558, 113.9256955, 22.68654991, 757876.6441106249, 3
124, 114.2876146, 22.70174801, 659600, -2
901, 114.0280747, 22.56038858, 930925, 0
948, 114.5420542, 22.48906859, 149547.19775083836, 1
738, 114.0547554, 22.56666808, 643246.4146865625, 1
905, 114.087863, 22.62720595, 219596.77897548644, 2
934, 114.1057548, 22.59821631, 940550, 0
383, 114.3077843, 22.77649766, 2954757.96, 3
219, 114.2338961, 22.72903088, 137540.84593673018, 1
459, 114.0450657, 22.52313116, 505860.83545250003, 1
600, 113.8775801, 22.79067888, 595508.9877525852, 1
903, 114.1042953, 22.54730183, 1096260, -3
88, 113.8649922, 22.79720284, 513200, -3
990, 114.0613963, 22.61103131, 627912.3978481248, 1
968, 114.0595264, 22.66399326, 995328, 0
76, 114.2652891, 22.57777992, 144928.51295218588, 2
819, 114.3935944, 22.61657424, 445856.1114179521, 1
403, 114.4795544, 22.58711497, 397971.011775, 0
774, 113.8774304, 22.81358574, 400997.972969374, 0
99, 113.9032064, 22.55898151, 809725, -3
781, 113.899928, 22.80795461, 151533.76295286109, 2
331, 114.1185974, 22.69455967, 578686.00216625, 1
534, 113.9109049, 22.73773833, 181043.3448002911, 2
146, 113.9139943, 22.5237691, 665440, -1
682, 114.031832, 22.70150831, 710577, -1
640, 114.0147148, 22.66305665, 326186.34079953254, 1
947, 114.0659798, 22.55478286, 95298.64573208912, 2
939, 113.9070047, 22.73201308, 203037.60125838598, 1
295, 113.9894251, 22.73620886, 857324, -1
9, 113.9082934, 22.5348752, 406430.57089978654, 1
731, 114.3109108, 22.66914078, 1299987, -3
842, 113.8200876, 22.70560139, 130405.35143938959, 2
780, 113.8307798, 22.79316594, 274853.0817870357, 1
118, 114.3072888, 22.67023618, 3520421.19, 0
878, 114.3039921, 22.68977252, 1949151.6, -10
572, 114.2818029, 22.58864071, 703195.092819375, 0
609, 113.9316767, 22.73374994, 340287.4085523388, 1
912, 113.8662713, 22.81957744, 200042.26455254183, 1
955, 113.9897632, 22.67519576, 336581.7155775354, 1
318, 113.8235234, 22.65109646, 187040.1175459317, 2
511, 113.9721574, 22.73531601, 131474.33597255568, 1
358, 113.9044365, 22.56528958, 400801.60068964656, 1
859, 114.2164611, 22.55835352, 946925, -1
653, 114.1578879, 22.60869288, 223306.258357117, 2
847, 113.9057843, 22.67033037, 221301.40143659918, 1
790, 114.0398046, 22.69945295, 118224.29780758648, 2
664, 114.0466717, 22.64186821, 821184, 0
370, 113.8355052, 22.73310871, 1011600, 0
866, 114.1575204, 22.57007701, 243500.3341943934, 1
165, 114.1416898, 22.68866649, 377895.0741605568, 2
130, 113.8888349, 22.49267264, 443768.2894058445, 2
18, 114.2203198, 22.69700052, 906456, -2
729, 114.3215746, 22.70437613, 843150, -5
723, 114.0981703, 22.53641136, 4146874.9491708, 4
601, 114.0346794, 22.67231938, 169747.06646427212, 0
410, 114.2835138, 22.69463549, 506832.72984385747, 0
935, 114.2477237, 22.74951701, 413855.7394455568, 0
741, 113.9588159, 22.69329109, 164140.28688252915, 2
