OBs-ID,x-coordinate,y-coordinate,ob-price,capacity
171, 113.9478989, 22.57658566, 1194156, -2
397, 113.9045836, 22.80055712, 669627, -3
205, 113.7948392, 22.74855338, 565755, 0
717, 114.1186904, 22.62107604, 194195.4090279314, 2
997, 113.9258007, 22.69787298, 527901, 0
399, 114.1100798, 22.59688819, 777568, -2
407, 114.3480704, 22.68461142, 982462, -2
428, 114.4128062, 22.69650582, 670001.0046942878, 0
656, 113.826686, 22.66530047, 441554.5322231179, 1
858, 113.8552673, 22.79763444, 874665, -3
108, 114.4059728, 22.74964726, 948752, 0
741, 113.9588159, 22.69329109, 274144.2462048912, 1
664, 114.0466717, 22.64186821, 821184, 0
385, 113.9310081, 22.75180357, 1144225, 0
365, 114.0216399, 22.55492223, 750444, -1
607, 114.4813031, 22.57814012, 314319.7397959649, 1
841, 114.2107963, 22.65930324, 450392.6776987995, 1
348, 114.0306177, 22.68109238, 564279.6283852102, 2
894, 113.9169801, 22.73931425, 396903.4500427813, 2
996, 114.0998616, 22.55693538, 306783.8266116568, 1
957, 113.8825802, 22.73133707, 1085518, 0
720, 113.7831902, 22.7246244, 944460, 0
812, 114.2835316, 22.72938315, 1394094, -2
461, 113.8837285, 22.4815432, 767256, -1
335, 114.214763, 22.67006742, 1222720, -3
822, 114.3624828, 22.75343579, 1250588, 0
425, 113.8741739, 22.81789539, 247123.5967985107, 1
104, 114.1308154, 22.58008543, 581145, -4
103, 113.9401341, 22.68797167, 717580, -1
340, 113.9524126, 22.5405666, 8796148.5546, -21
567, 114.0746699, 22.65832693, 976345, -1
65, 114.1218527, 22.67637751, 291798.5786924932, 2
928, 114.0109673, 22.53116917, 755118, -1
590, 113.8658054, 22.58441702, 666612.7523551377, 1
785, 114.3541312, 22.75877108, 260462.9839803666, 1
455, 114.0497183, 22.72134663, 260690.96277549193, 1
649, 114.0371086, 22.66415043, 393591.38103836926, 1
635, 114.0624633, 22.53793854, 1102360, -2
543, 114.2741171, 22.72922143, 2420454.96, -3
817, 113.8980972, 22.55150493, 716016, -1
344, 114.2237726, 22.65744553, 686060, -3
74, 114.2118053, 22.6108732, 671726, -1
813, 114.239145, 22.60466459, 1051250, -1
356, 113.9307782, 22.54961563, 1281865, 0
346, 114.1242908, 22.59420024, 1082084, 0
135, 114.3291541, 22.76598871, 796704, 0
833, 114.234915, 22.71557304, 587191.520297527, 1
471, 114.0527624, 22.63151064, 5971717.702102803, -399
816, 113.92475, 22.75002473, 595667.4333532999, 1
66, 114.0490229, 22.63510087, 1214514, -4
563, 114.0709673, 22.52756307, 635664, 0
674, 114.3385519, 22.75543252, 344200.3662822681, 1
517, 114.1091996, 22.58050961, 1215080, -5
618, 113.9657033, 22.58744293, 295348.15922684275, 1
752, 113.993609, 22.7445097, 638781.0644715808, 0
466, 113.9365428, 22.76215335, 1192140, -1
688, 114.2939222, 22.66603796, 1171434, -3
969, 113.9647448, 22.58175217, 483572.26705122675, 1
806, 113.9397757, 22.76440181, 567088, 0
362, 114.0258222, 22.70119786, 1296036, 0
524, 113.936617, 22.52098472, 765762, -1
475, 113.838392, 22.58838925, 388251.0230283177, 1
615, 113.8755798, 22.58870565, 466874.1410487649, 1
927, 114.1232007, 22.57802189, 1142939, 0
322, 113.8352106, 22.77728948, 670891.9252598744, 1
465, 114.055827, 22.52545213, 626430, -1
809, 114.1422694, 22.60791832, 615438, -7
824, 113.8604372, 22.58680986, 1143828, 0
657, 114.102844, 22.60151047, 1302289, -1
960, 114.1157997, 22.67680622, 292074.57712290395, 1
40, 114.3141539, 22.68651171, 206456.0662622649, 1
562, 114.1119923, 22.58738683, 334983.1872582398, 1
388, 113.9625456, 22.5629959, 1151776, 0
368, 114.0024811, 22.53454229, 1179252, -1
963, 113.928491, 22.52050551, 785379, -1
795, 113.89667, 22.77535293, 872396, -2
275, 114.0582017, 22.70814865, 1498127.4, -184
804, 114.2146748, 22.70297441, 881500, -3
264, 113.9102712, 22.54288065, 1026720, -10
534, 113.9109049, 22.73773833, 302375.43892078317, 2
282, 114.1143859, 22.69911255, 554365.0201845577, 1
873, 114.0158759, 22.61801678, 940267, -1
597, 114.3352269, 22.67480048, 594354, -2
467, 114.2549672, 22.57753579, 1161584, 0
354, 113.936609, 22.69505631, 859525, -5
877, 114.0574009, 22.62520599, 484467.99438473425, 1
979, 114.0430529, 22.56731939, 715416.3990093971, 1
662, 113.907684, 22.55657403, 1310962, -2
189, 113.8341494, 22.62683087, 1333160, -3
536, 113.7851465, 22.68897935, 389546.93515563046, 1
