pid,livelong,livelat
329,114.025783,22.64965565
330,114.0151204,22.63547529
331,114.0436235,22.56713422
332,114.0182988,22.63196421
333,113.8714447,22.57808297
334,113.8803084,22.58326725
335,113.8522069,22.6141377
336,113.8236042,22.71840044
337,113.9243591,22.73817724
338,113.9040543,22.57707871
339,113.8591147,22.57989424
340,114.0789495,22.55088775
341,114.0045131,22.64230583
342,113.863216,22.57078846
343,113.9027451,22.55591932
344,114.0870308,22.53805308
345,114.0173094,22.62430723
346,114.0173094,22.62430723
347,113.8443979,22.60607457
348,113.8505256,22.57003332
349,113.8846552,22.58885046
350,113.8361658,22.64005263
351,113.8865032,22.57412312
352,114.1168188,22.59559073
353,113.8865032,22.57412312
354,113.8897867,22.58338662
355,113.9178804,22.50930654
356,113.883369,22.59400215
357,113.9940942,22.66668585
358,113.8624756,22.5662248
359,114.0902703,22.54713783
360,114.0173094,22.62430723
361,114.0424233,22.68753666
362,114.1178066,22.60123914
363,114.1351301,22.58489774
364,114.0755723,22.65681014
365,113.8987779,22.5518305
366,114.0320278,22.56413598
367,114.1092472,22.58454536
368,114.1287442,22.55567899
369,113.8522069,22.6141377
370,113.8746316,22.55197004
371,113.8885816,22.57839234
372,114.0173094,22.62430723
373,114.0060361,22.64477552
374,114.2273386,22.69887747
375,113.8963327,22.58379126
376,114.058055,22.69512613
377,113.8505256,22.57003332
378,114.0060361,22.64477552
379,113.9299459,22.74871131
380,113.9227683,22.51235825
381,113.8824722,22.58724827
382,113.9299459,22.74871131
383,113.8591147,22.57989424
384,114.1367994,22.5629164
385,113.9040543,22.57707871
386,113.9572051,22.59681871
387,114.0239956,22.64331109
388,114.0424233,22.68753666
389,114.2262723,22.55629366
390,114.041099,22.60560235
391,114.0060361,22.64477552
392,114.03878,22.60185337
393,113.8289193,22.71956443
394,113.8897867,22.58338662
395,114.0382302,22.57611433
396,113.9299459,22.74871131
397,113.8577667,22.58392266
398,113.8289193,22.71956443
399,114.054181,22.59691261
400,113.8288835,22.685504
401,113.9243591,22.73817724
402,114.3350117,22.70546672
403,113.8236042,22.71840044
404,113.8505256,22.57003332
405,113.9923464,22.54206556
406,114.0424233,22.68753666
407,114.0261157,22.63404516
408,113.9299459,22.74871131
409,113.8289193,22.71956443
410,113.8593418,22.62832393
411,113.883369,22.59400215
412,113.8885816,22.57839234
413,113.8493022,22.59437716
414,113.9256338,22.51572657
415,113.8591147,22.57989424
416,113.8522069,22.6141377
417,114.0607093,22.61590083
418,113.9299459,22.74871131
419,113.8289193,22.71956443
420,113.9040543,22.57707871
421,113.9243591,22.73817724
422,113.8845256,22.55733132
423,114.03878,22.60185337
424,114.0173094,22.62430723
425,114.0173094,22.62430723
426,113.9299459,22.74871131
427,114.0518669,22.60421052
428,113.9243591,22.73817724
429,114.0151204,22.63547529
430,114.2326016,22.55749627
431,114.3350117,22.70546672
432,113.8593418,22.62832393
433,114.025783,22.64965565
434,113.8593418,22.62832393
435,113.8865032,22.57412312
436,114.136865,22.62534243
437,113.883369,22.59400215
438,113.922905,22.52892951
439,113.8289193,22.71956443
440,114.0767642,22.54745648
441,113.8288835,22.685504
442,113.9194252,22.55198723
443,113.8016913,22.72411911
444,113.9299459,22.74871131
445,113.9040543,22.57707871
446,114.0261157,22.63404516
447,113.8577667,22.58392266
448,113.9040543,22.57707871
449,113.9367698,22.75570779
450,113.8885816,22.57839234
451,113.8746316,22.55197004
452,113.9040543,22.57707871
453,114.1332911,22.5477813
454,113.9299459,22.74871131
455,114.0154736,22.65448952
456,114.2228789,22.55547241
457,114.1335832,22.62485819
458,113.883369,22.59400215
459,113.8511874,22.57309821
460,114.0340147,22.57037079
461,114.0521542,22.71887003
462,114.058055,22.69512613
463,113.8289193,22.71956443
464,113.8505256,22.57003332
465,113.8746316,22.55197004
466,113.8505256,22.57003332
467,114.0240966,22.63303427
468,113.8591147,22.57989424
469,113.9299459,22.74871131
470,114.03878,22.60185337
471,113.8746316,22.55197004
472,114.0064083,22.64803167
473,114.0972235,22.62774315
474,113.8846552,22.58885046
475,114.058055,22.69512613
476,114.025783,22.64965565
477,114.0684466,22.57172139
478,113.8505256,22.57003332
479,114.1354799,22.57894241
480,114.1616938,22.56889199
481,113.8289193,22.71956443
482,113.9256338,22.51572657
483,113.8885816,22.57839234
484,113.9206165,22.51932572
485,114.0805965,22.54176072
486,113.8289193,22.71956443
487,113.8493022,22.59437716
488,113.8236042,22.71840044
489,113.8236042,22.71840044
490,113.8746316,22.55197004
491,114.0433814,22.56069812
492,113.8845256,22.55733132
493,113.8865032,22.57412312
494,113.8746316,22.55197004
495,113.8522069,22.6141377
496,113.8897867,22.58338662
497,114.03878,22.60185337
498,114.0239956,22.64331109
499,114.0463786,22.62462621
500,113.9299459,22.74871131
501,114.1037883,22.55407365
502,113.883369,22.59400215
503,113.8746316,22.55197004
504,113.883369,22.59400215
505,113.8577667,22.58392266
506,113.8485196,22.57678478
507,114.0821844,22.57725959
508,113.8678879,22.5713629
509,113.8511874,22.57309821
510,114.0076839,22.63159925
511,114.0154736,22.65448952
512,113.8505256,22.57003332
513,114.058055,22.69512613
514,114.025783,22.64965565
515,113.8485196,22.57678478
516,113.8846552,22.58885046
517,113.9367698,22.75570779
518,113.8846552,22.58885046
519,113.8505256,22.57003332
520,114.0173094,22.62430723
521,113.7721529,22.6885906
522,113.9367698,22.75570779
523,113.8016913,22.72411911
524,113.8289193,22.71956443
525,114.0518669,22.60421052
526,113.8729908,22.56690739
527,113.9268446,22.50714537
528,113.9091263,22.53367041
529,113.8845256,22.55733132
530,114.1030108,22.55214425
531,114.2172382,22.55800213
532,113.8522069,22.6141377
533,113.8897867,22.58338662
534,114.0350812,22.6040573
535,113.8485196,22.57678478
536,113.8289193,22.71956443
537,113.8493022,22.59437716
538,113.863216,22.57078846
539,113.9299459,22.74871131
540,114.0424233,22.68753666
541,113.863216,22.57078846
542,114.0282813,22.62809825
543,113.8289193,22.71956443
544,113.8577667,22.58392266
545,113.8288835,22.685504
546,113.8289193,22.71956443
547,113.9254412,22.49806383
548,113.9040543,22.57707871
549,114.0173094,22.62430723
550,113.8288835,22.685504
551,113.9299459,22.74871131
552,113.8746316,22.55197004
553,113.8591147,22.57989424
554,113.808973,22.73600021
555,113.8591147,22.57989424
556,113.9126704,22.50856739
557,113.8482746,22.57086139
558,113.7721529,22.6885906
559,114.0239956,22.64331109
560,114.1389878,22.60814403
561,114.2159068,22.69932397
562,113.9011316,22.78291302
563,113.7721529,22.6885906
564,113.8577667,22.58392266
565,114.0173094,22.62430723
566,113.8505256,22.57003332
567,113.9299459,22.74871131
568,114.0151204,22.63547529
569,114.0060361,22.64477552
570,113.8746316,22.55197004
571,114.0173094,22.62430723
572,113.8746316,22.55197004
573,114.1148965,22.58845796
574,114.0267685,22.56030348
575,114.0403327,22.59988803
576,113.8288835,22.685504
577,113.883369,22.59400215
578,114.1312415,22.58391307
579,113.8998904,22.580372
580,114.0424233,22.68753666
581,113.8591147,22.57989424
582,114.1501174,22.55812182
583,113.8593418,22.62832393
584,114.2390716,22.55917562
585,114.1239275,22.54715471
586,114.1655823,22.63742314
587,113.8591147,22.57989424
588,114.2047847,22.70875643
589,113.8591147,22.57989424
590,113.9183133,22.49543257
591,113.8746316,22.55197004
592,114.0377195,22.55782833
593,113.8591147,22.57989424
594,114.0331052,22.56855579
595,114.0064083,22.64803167
596,113.8897867,22.58338662
597,113.8865032,22.57412312
598,113.8289193,22.71956443
599,114.1220831,22.59238119
600,113.9243591,22.73817724
601,114.0154736,22.65448952
602,113.9299459,22.74871131
603,114.0960048,22.62649671
604,113.8746316,22.55197004
605,113.8678879,22.5713629
606,113.8289193,22.71956443
607,113.892157,22.60307552
608,113.85475,22.61522675
609,114.056674,22.62875668
610,113.8289193,22.71956443
611,113.8885816,22.57839234
612,114.0521542,22.71887003
613,114.0151204,22.63547529
614,113.8746316,22.55197004
615,113.9299459,22.74871131
616,113.8593418,22.62832393
617,113.8289193,22.71956443
618,114.2341293,22.73357275
619,114.0524428,22.53036901
620,114.0173094,22.62430723
621,114.1327359,22.57133974
622,114.0382715,22.5323228
623,113.8522069,22.6141377
624,113.8885816,22.57839234
625,114.058055,22.69512613
626,113.9299459,22.74871131
627,113.8511874,22.57309821
628,114.0504754,22.52944558
629,114.0822853,22.63028795
630,113.8591147,22.57989424
631,114.0634086,22.53870217
632,114.1335832,22.62485819
633,113.8885816,22.57839234
634,113.8522069,22.6141377
635,113.8485196,22.57678478
636,114.03878,22.60185337
637,114.0463786,22.62462621
638,113.9383125,22.57746684
639,114.0327179,22.56052807
640,114.0060361,22.64477552
641,114.0645435,22.64972893
642,114.065254,22.55279516
643,113.9299459,22.74871131
644,114.144408,22.61981457
645,113.9013839,22.5753663
646,113.8591147,22.57989424
647,113.883369,22.59400215
648,113.9181211,22.52648799
649,113.883369,22.59400215
650,114.1155919,22.56390746
651,113.8288835,22.685504
652,114.0518669,22.60421052
653,113.9243591,22.73817724
654,113.8897867,22.58338662
655,114.1163164,22.55172093
656,113.9367698,22.75570779
657,114.0039703,22.63806732
658,114.0060361,22.64477552
659,113.8845256,22.55733132
660,114.0173094,22.62430723
661,114.0463786,22.62462621
662,113.9104005,22.56214157
663,113.8289193,22.71956443
664,113.8746316,22.55197004
665,113.8909863,22.77584712
666,114.2033274,22.64866365
667,113.8832089,22.78014068
668,113.8909863,22.77584712
669,114.2625363,22.74366001
670,113.8236042,22.71840044
671,113.8522069,22.6141377
672,113.9011316,22.78291302
673,113.8522069,22.6141377
674,113.8909863,22.77584712
675,113.8678879,22.5713629
676,114.1335832,22.62485819
677,114.03878,22.60185337
678,113.8845256,22.55733132
679,114.2548124,22.58942621
680,113.9299459,22.74871131
681,113.9299459,22.74871131
682,114.3350117,22.70546672
683,114.3350117,22.70546672
684,113.8922297,22.54960966
685,113.8746316,22.55197004
686,114.0090737,22.63994719
687,113.8957434,22.53233885
688,113.8826033,22.55538645
689,113.8886117,22.77684509
690,114.3350117,22.70546672
691,113.880545,22.56089154
692,113.8957434,22.53233885
693,113.9040543,22.57707871
694,114.3350117,22.70546672
695,113.8289193,22.71956443
696,114.0239956,22.64331109
697,113.9040543,22.57707871
698,113.8591147,22.57989424
699,114.0423111,22.69632602
700,114.1220831,22.59238119
701,114.139642,22.6239425
702,114.0966175,22.55546143
703,113.9031903,22.57336645
704,113.8144449,22.67344472
705,113.9011316,22.78291302
706,113.8493022,22.59437716
707,113.8493022,22.59437716
708,113.9011316,22.78291302
709,114.3350117,22.70546672
710,114.0719223,22.66166336
711,114.2378371,22.71639645
712,114.2658949,22.72232383
713,114.1248603,22.59405869
714,113.8922297,22.54960966
715,113.8289193,22.71956443
716,114.054181,22.59691261
717,113.8854816,22.58430443
718,113.9299459,22.74871131
719,114.0173094,22.62430723
720,113.8909863,22.77584712
721,113.8678879,22.5713629
722,113.8826033,22.55538645
723,114.0173094,22.62430723
724,114.0261157,22.63404516
725,114.006985,22.55115679
726,113.8511874,22.57309821
727,114.3573882,22.68876983
728,114.0060361,22.64477552
729,113.8909863,22.77584712
730,113.8909863,22.77584712
731,114.201737,22.70969063
732,113.8990061,22.56329767
733,113.9011316,22.78291302
734,114.0518669,22.60421052
735,113.8832089,22.78014068
736,114.03878,22.60185337
737,114.3350117,22.70546672
738,114.0173094,22.62430723
739,113.9256338,22.51572657
740,113.8614431,22.58873239
741,113.8845256,22.55733132
742,113.8840849,22.55088219
743,113.8361658,22.64005263
744,114.0192611,22.65543333
745,113.9040543,22.57707871
746,113.8909863,22.77584712
747,114.0060361,22.64477552
748,113.8522069,22.6141377
749,113.922354,22.52687612
750,113.9011316,22.78291302
751,113.8885816,22.57839234
752,114.1494133,22.61039668
753,113.8485196,22.57678478
754,113.8826033,22.55538645
755,113.9040543,22.57707871
756,113.8591147,22.57989424
757,114.03878,22.60185337
758,114.1319202,22.6117906
759,114.248107,22.5904246
760,113.9477232,22.53044909
761,113.8505256,22.57003332
762,114.201737,22.70969063
763,114.0060361,22.64477552
764,114.3350117,22.70546672
765,114.0463786,22.62462621
766,114.0719223,22.66166336
767,114.1234008,22.62789153
768,113.8746316,22.55197004
769,113.8832089,22.78014068
770,113.8957434,22.53233885
771,114.2446094,22.74871239
772,114.0090737,22.63994719
773,113.8289193,22.71956443
774,114.2225225,22.7024292
775,114.0424233,22.68753666
776,114.2382816,22.56736153
777,114.3350117,22.70546672
778,113.8772696,22.56713794
779,114.0191951,22.54249579
780,113.8289193,22.71956443
781,114.0173094,22.62430723
782,113.883369,22.59400215
783,114.0204046,22.53807139
784,114.2215604,22.73269285
785,114.201737,22.70969063
786,113.9833984,22.68138002
787,114.0044968,22.55502232
788,113.8957434,22.53233885
789,114.0060361,22.64477552
790,113.8826033,22.55538645
791,114.1182255,22.67187027
792,114.0459589,22.56174254
793,113.8591147,22.57989424
794,113.8236042,22.71840044
795,113.9383125,22.57746684
796,114.0239956,22.64331109
797,113.8593418,22.62832393
798,113.8678879,22.5713629
799,113.8832089,22.78014068
800,114.3298608,22.67928296
801,114.0173094,22.62430723
802,114.0966175,22.55546143
803,113.8936399,22.76805679
804,114.1220831,22.59238119
805,113.8854816,22.58430443
806,113.8493022,22.59437716
807,113.8922297,22.54960966
808,114.1125384,22.59592024
809,113.8511874,22.57309821
810,114.1125384,22.59592024
811,113.8614431,22.58873239
812,114.0173094,22.62430723
813,113.8614431,22.58873239
814,113.8865032,22.57412312
815,113.8614431,22.58873239
816,113.8936399,22.76805679
817,113.8522069,22.6141377
818,113.8827845,22.49341304
819,113.8236042,22.71840044
820,113.8728022,22.55872702
821,113.8288835,22.685504
822,113.8832089,22.78014068
823,114.058055,22.69512613
824,113.8614431,22.58873239
825,113.9243591,22.73817724
826,113.9455659,22.52814162
827,113.9234447,22.53452262
828,114.0463786,22.62462621
829,113.8289193,22.71956443
830,113.8936399,22.76805679
831,113.9040543,22.57707871
832,114.2288876,22.70270774
833,113.8885349,22.5522118
834,113.883369,22.59400215
835,113.8772696,22.56713794
836,113.863216,22.57078846
837,114.0060361,22.64477552
838,113.8493022,22.59437716
839,113.9040543,22.57707871
840,113.8746316,22.55197004
841,113.8832089,22.78014068
842,113.8505256,22.57003332
843,113.8936399,22.76805679
844,114.2925324,22.72481011
845,113.8511874,22.57309821
846,113.8728022,22.55872702
847,114.1060677,22.6003475
848,114.1335832,22.62485819
849,113.8522069,22.6141377
850,113.8522069,22.6141377
851,113.9496693,22.55122213
852,113.9477232,22.53044909
853,113.883369,22.59400215
854,114.0018187,22.5381909
855,113.8678879,22.5713629
856,113.9496693,22.55122213
857,113.8485196,22.57678478
858,113.8885816,22.57839234
859,113.8936399,22.76805679
860,113.8614431,22.58873239
861,114.0090737,22.63994719
862,113.8832089,22.78014068
863,113.8936399,22.76805679
864,113.8728022,22.55872702
865,113.8511874,22.57309821
866,113.9358056,22.51703336
867,114.0060361,22.64477552
868,114.0173094,22.62430723
869,113.8832089,22.78014068
870,113.8614431,22.58873239
871,113.8728022,22.55872702
872,113.8522069,22.6141377
873,114.1125384,22.59592024
874,113.8832089,22.78014068
875,113.8832089,22.78014068
876,113.8832089,22.78014068
877,114.03878,22.60185337
878,113.9496693,22.55122213
879,113.8832089,22.78014068
880,114.2138858,22.7535822
881,113.8832089,22.78014068
882,113.8289193,22.71956443
883,113.8957434,22.53233885
884,113.8593418,22.62832393
885,113.9243591,22.73817724
886,113.8846552,22.58885046
887,114.0090737,22.63994719
888,113.8522069,22.6141377
889,113.8922297,22.54960966
890,113.8846552,22.58885046
891,113.9299459,22.74871131
892,113.9603234,22.53010472
893,113.8288835,22.685504
894,113.8922297,22.54960966
895,113.8591147,22.57989424
896,114.2096575,22.69814443
897,113.880545,22.56089154
898,113.8035446,22.67359443
899,113.8922297,22.54960966
900,113.8826033,22.55538645
901,114.1117052,22.6032368
902,113.8678879,22.5713629
903,113.8493022,22.59437716
904,114.0173094,22.62430723
905,114.0239956,22.64331109
906,113.8826033,22.55538645
907,113.9496693,22.55122213
908,114.0090737,22.63994719
909,114.0389248,22.54995203
910,113.8746316,22.55197004
911,113.8746316,22.55197004
912,113.8289193,22.71956443
913,113.9011316,22.78291302
914,113.9013993,22.59757761
915,114.041099,22.60560235
916,114.0090737,22.63994719
917,113.8493022,22.59437716
918,113.9003681,22.52930743
919,113.8591147,22.57989424
920,114.0019357,22.54763075
921,113.9243591,22.73817724
922,113.8577667,22.58392266
923,113.8361658,22.64005263
924,113.9150355,22.58923228
925,114.092182,22.54833053
926,113.9323153,22.54424896
927,113.817215,22.77157357
928,113.8885816,22.57839234
929,114.0621886,22.52909332
930,113.816067,22.77399148
931,113.9031903,22.57336645
932,113.8289193,22.71956443
933,114.0107756,22.63888777
934,114.0154736,22.65448952
935,113.8522069,22.6141377
936,114.054181,22.59691261
937,113.8678879,22.5713629
938,114.201737,22.70969063
939,114.0398734,22.6096886
940,113.9299459,22.74871131
941,114.0726867,22.53441951
942,113.8897867,22.58338662
943,114.0518669,22.60421052
944,114.0060361,22.64477552
945,114.041099,22.60560235
946,113.9485403,22.54665421
947,113.8886117,22.77684509
948,113.8960955,22.57055087
949,114.2198708,22.72619087
950,113.8493022,22.59437716
951,114.3573882,22.68876983
952,114.025783,22.64965565
953,113.8593418,22.62832393
954,114.023723,22.53002473
955,113.8865032,22.57412312
956,114.0060361,22.64477552
957,113.8845256,22.55733132
958,113.8845256,22.55733132
959,113.8678879,22.5713629
960,113.8922297,22.54960966
961,114.2017335,22.72329497
962,113.8746316,22.55197004
963,113.8840849,22.55088219
964,113.8828341,22.76829712
965,114.0966175,22.55546143
966,114.201737,22.70969063
967,113.9256338,22.51572657
968,114.0706314,22.52768003
969,113.9299459,22.74871131
970,113.7721529,22.6885906
971,113.9013839,22.5753663
972,113.922354,22.52687612
973,114.0348019,22.67808826
974,113.8678879,22.5713629
975,114.0064083,22.64803167
976,113.9477232,22.53044909
977,114.0358301,22.70436869
978,113.8957434,22.53233885
979,113.9477232,22.53044909
980,114.1277981,22.58868764
981,113.8845256,22.55733132
982,113.9144555,22.49428932
983,113.8593418,22.62832393
984,113.9040543,22.57707871
985,113.8678879,22.5713629
986,113.8678879,22.5713629
987,113.9299459,22.74871131
988,114.0173094,22.62430723
989,113.8934253,22.56998563
990,114.041099,22.60560235
991,113.8929912,22.58353792
992,114.1757151,22.6364007
993,114.025783,22.64965565
994,114.1014352,22.58777566
995,114.0060361,22.64477552
996,113.9767135,22.5617285
997,114.0090737,22.63994719
998,114.023723,22.53002473
999,114.2247438,22.55792041
1000,114.03878,22.60185337
1001,113.8591147,22.57989424
1002,114.063904,22.52564087
1003,113.8197806,22.67144481
1004,114.0173094,22.62430723
1005,113.8826033,22.55538645
1006,113.8877196,22.49878479
